Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q71QJ0,39682,Contains 1 peptidase S1 domain,257,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QI5,39682,Contains 1 peptidase S1 domain,257,,,DISULFID:6; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QJ4,39682,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:6,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QI4,39682,Contains 1 peptidase S1 domain,260,,,DISULFID:5; CARBOHYD:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QJ2,39682,Contains 1 peptidase S1 domain,260,,,DISULFID:5; CARBOHYD:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QI0,39682,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QH5,39682,Contains 1 peptidase S1 domain,257,,,DISULFID:5; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QJ1,39682,Contains 1 peptidase S1 domain,257,,,DISULFID:5; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QI8,39682,Contains 1 peptidase S1 domain,257,,,DISULFID:5; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q71QI7,39682,Contains 1 peptidase S1 domain,257,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q5W960,8724,Contains 1 peptidase S1 domain,255,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q71QI1,39682,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:6,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
B0FXM1,8732,Contains 1 peptidase S1 domain,262,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q71QH6,39682,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:6,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q5W959,8724,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
B0FXM2,8732,Contains 1 peptidase S1 domain,262,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q71QH9,39682,Contains 1 peptidase S1 domain,260,,,DISULFID:5; CARBOHYD:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
B0FXM3,8732,Contains 1 peptidase S1 domain,259,,,DISULFID:5; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
Q8AY82,39682,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q6T6S7,8694,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bitis gabonica,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis gabonica,terrestrial,terrestrial
P0DJG3,1144373,Contains 1 peptidase S1 domain,119,fragment,,DISULFID:4,Contains both N-linked carbohydrates and sialic acid. {ECO:0000269|PubMed:22155303}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrocophias andianus,Chordata,Lepidosauria,Squamata,Viperidae,Bothrocophias,Bothrocophias andianus,terrestrial,terrestrial
P81824,8724,Contains 1 peptidase S1 domain,237,fragment,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q2PQJ3,8726,Contains 1 peptidase S1 domain,232,,,DISULFID:6; CARBOHYD:2,"N-glycosylated. Contains sialic acid residues. Deglycosylation reduces in 50% the formation of fibrin clot. {ECO:0000269|PubMed:17466550, ECO:0000269|PubMed:17996740}.",GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
P0DJE9,157554,Contains 1 peptidase S1 domain,285,,,DISULFID:6,"Homologous thrombin-like enzymes are N-glycosylated. This enzyme does not contain the consensus glycosylation sites, suggesting it is not glycosylated.",GO:0044485 (envenomation resulting in fibrinogenolysis in other organism); GO:0044478 (envenomation resulting in positive regulation of platelet aggregation in other organism); GO:0044481 (envenomation resulting in proteolysis in other organism); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0004252 (serine-type endopeptidase activity),1: Evidence at protein level;,Bothrops marajoensis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops marajoensis,terrestrial,terrestrial
P0DJF1,1042543,Contains 1 peptidase S1 domain,15,fragment,,DISULFID:1,N-glycosylated. Contains sialic acid residues. {ECO:0000269|PubMed:19539638}.,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Bothrops pauloensis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pauloensis,terrestrial,terrestrial
A8QL57,8616,Contains 1 peptidase S1 domain,282,fragment,,DISULFID:5; CARBOHYD:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
J3S3W5,8729,Contains 1 peptidase S1 domain,262,,,DISULFID:5; CARBOHYD:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
Q8QHK3,8730,Contains 1 peptidase S1 domain,262,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P0DKX2,184542,Contains 1 peptidase S1 domain,10,fragment,,DISULFID:1,,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Crotalus durissus cumanensis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
A7LAC6,8765,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus albolabris,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus albolabris,terrestrial,terrestrial
P86530,31159,Contains 1 peptidase S1 domain,16,fragment,,DISULFID:1,,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Daboia russelii russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
Q9I8X2,36307,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:4,N-glycosylated.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
P81176,242054,Contains 1 peptidase S1 domain,238,,,DISULFID:6; CARBOHYD:2,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region),,1: Evidence at protein level;,Gloydius blomhoffii,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius blomhoffii,terrestrial,terrestrial
P85109,259325,Contains 1 peptidase S1 domain,236,,,DISULFID:6; CARBOHYD:4,"N-glycosylated by units composed of Fuc, Man, GlcNAc, Gal and NeuAC residues. {ECO:0000269|PubMed:16908038}.",GO:0030194 (positive regulation of blood coagulation); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0004252 (serine-type endopeptidase activity),1: Evidence at protein level;,Gloydius brevicauda,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius brevicauda,terrestrial,terrestrial
Q9YGJ2,8714,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Gloydius halys,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius halys,terrestrial,terrestrial
Q91053,35671,Contains 1 peptidase S1 domain,262,,,DISULFID:6; CARBOHYD:1,N-glycosylated. {ECO:0000269|PubMed:8797081}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
E0Y418,8709,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
A8QL53,8656,Contains 1 peptidase S1 domain,282,fragment,,DISULFID:5; CARBOHYD:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
A8QL56,8665,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
P20005,8769,Contains 1 peptidase S1 domain,20,fragment,,,Glycosylated. {ECO:0000269|PubMed:1964457}.,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Ovophis okinavensis,Chordata,Lepidosauria,Squamata,Viperidae,Ovophis,Ovophis okinavensis,terrestrial,terrestrial
P84788,88086,Contains 1 peptidase S1 domain,233,,,DISULFID:6,,GO:0042730 (fibrinolysis); GO:0030195 (negative regulation of blood coagulation); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0004252 (serine-type endopeptidase activity),1: Evidence at protein level;,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
P05620,88087,Contains 1 peptidase S1 domain,260,,,DISULFID:6,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
Q9DF68,242841,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
Q91507,103944,Contains 1 peptidase S1 domain,257,,,DISULFID:6,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region),,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
O13059,8767,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
Q5W958,8724,Contains 1 peptidase S1 domain,253,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q58G94,8732,Contains 1 peptidase S1 domain,238,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P0DL26,113192,Contains 1 peptidase S1 domain,50,fragment,,DISULFID:2; CARBOHYD:1,N-glycosylated. {ECO:0000269|PubMed:22819993}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrops pirajai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,terrestrial,terrestrial
Q9PSN3,8718,Contains 1 peptidase S1 domain,235,,,DISULFID:6; CARBOHYD:6,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Agkistrodon bilineatus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon bilineatus,terrestrial,terrestrial
P82981,8713,Contains 1 peptidase S1 domain,234,,,DISULFID:6,Not glycosylated.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Agkistrodon contortrix contortrix,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon contortrix,terrestrial,terrestrial
O13069,8724,Contains 1 peptidase S1 domain,257,,,DISULFID:6; CARBOHYD:3,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
J3S833,8729,Contains 1 peptidase S1 domain,259,,,DISULFID:6,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
Q8QHK2,8730,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
P0DKX3,184542,Contains 1 peptidase S1 domain,20,fragment,,DISULFID:1,,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Crotalus durissus cumanensis,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
A7LAC7,8765,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus albolabris,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus albolabris,terrestrial,terrestrial
P86531,31159,Contains 1 peptidase S1 domain,15,fragment,,DISULFID:1,,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Daboia russelii russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
P0DJG7,36307,Contains 1 peptidase S1 domain,15,fragment,,DISULFID:1,"Seems to be only O-glycosylated (is not affected by PNGase F which only removes N-linked glycans, but is affected by TFMS that removes both O- and N-linked glycans).",GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
Q9YGI6,8714,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Gloydius halys,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius halys,terrestrial,terrestrial
P0C590,35671,Contains 1 peptidase S1 domain,19,fragment,,,N-glycosylated. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
Q9PT40,8709,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
P0C578,8769,Contains 1 peptidase S1 domain,20,fragment,,,Glycosylated. {ECO:0000269|PubMed:7725319}.,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Ovophis okinavensis,Chordata,Lepidosauria,Squamata,Viperidae,Ovophis,Ovophis okinavensis,terrestrial,terrestrial
P84787,88086,Contains 1 peptidase S1 domain,233,,,DISULFID:6; CARBOHYD:1,,GO:0042730 (fibrinolysis); GO:0030195 (negative regulation of blood coagulation); GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0004252 (serine-type endopeptidase activity),1: Evidence at protein level;,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
O13057,88087,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
Q9DF67,242841,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
Q91508,103944,Contains 1 peptidase S1 domain,257,,,DISULFID:6,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q71QI2,39682,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q9PTU8,8724,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:10,"N- and O-glycosylated. The glycosylation has a stabilizing effect on the protein (PubMed:14580991). However, the removal of part of the carbohydrates enhances the proteolytic activity of the SVSP towards human and rat fibrinogen (PubMed:18433459). {ECO:0000269|PubMed:14580991, ECO:0000269|PubMed:18433459}.",GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q9PRW2,8730,Peptidase S1 family,15,fragment,,DISULFID:1,,GO:0005615 (extracellular space); GO:0004252 (serine-type endopeptidase activity),GO:0004252 (serine-type endopeptidase activity),1: Evidence at protein level;,Crotalus atrox,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus atrox,terrestrial,terrestrial
Q9I8X0,36307,Contains 1 peptidase S1 domain,257,,,DISULFID:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
E0Y420,8709,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:6,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
O13058,88087,Contains 1 peptidase S1 domain,257,,,DISULFID:6; CARBOHYD:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
Q9DF66,242841,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:2,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
Q91509,103944,Contains 1 peptidase S1 domain,257,,,DISULFID:6,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
O13063,8767,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:6,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Craspedocephalus gramineus,Chordata,Lepidosauria,Squamata,Viperidae,Craspedocephalus,Craspedocephalus gramineus,terrestrial,terrestrial
P0DL27,113192,Contains 1 peptidase S1 domain,50,fragment,,DISULFID:2,N-glycosylated. {ECO:0000269|PubMed:22819993}.,GO:0005576 (extracellular region),,1: Evidence at protein level;,Bothrops pirajai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,terrestrial,terrestrial
P0DJF0,8726,Contains 1 peptidase S1 domain,22,fragment,,DISULFID:2,Glycosylated; required for activity. Highly glycosylated with 42% of N-linked carbohydrates composed of Fuc(1):GalN(4):GlcN(5):Gal(1):Man(2) and a high content of sialic acid residues (8-12%). {ECO:0000269|PubMed:17433397}.,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
Q7LZF4,8697,Contains 1 peptidase S1 domain,15,fragment,,,,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
J3SDX0,8729,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
P86532,31159,Contains 1 peptidase S1 domain,16,fragment,,DISULFID:1,,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;,Daboia russelii russelii,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia russelii,terrestrial,terrestrial
Q9I8W9,36307,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
Q91510,103944,Contains 1 peptidase S1 domain,257,,,DISULFID:6,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q8AY78,39682,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:7,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
F8S116,8729,Contains 1 peptidase S1 domain,258,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
Q91511,103944,Contains 1 peptidase S1 domain,257,,,DISULFID:6; CARBOHYD:1,,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region),,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q71QI3,39682,Contains 1 peptidase S1 domain,257,,,DISULFID:5; CARBOHYD:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q9DG83,103944,Contains 1 peptidase S1 domain,260,,,DISULFID:6; CARBOHYD:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q9DG84,103944,Contains 1 peptidase S1 domain,257,,,DISULFID:6; CARBOHYD:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
