Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
P05482,6491,Conotoxin M superfamily,22,,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,,,,,,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
Q5K0D7,6493,Conotoxin O superfamily,72,,Venom duct,,,Disulfide bond:3,,,,,,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q26350,6492,Conotoxin O superfamily,29,fragment,,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
P83390,198732,Conotoxin P superfamily,27,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Conus amadis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus amadis,marine,marine
P83043,8697,Disintegrin family,65,,Venom,,,Disulfide bond:6,,,,,,venom_tissue,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial,terrestrial
P83253,8709,Disintegrin family,64,,Venom,,,Disulfide bond:6,GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),GO:0007155 (cell adhesion); GO:0030195 (negative regulation of blood coagulation),,,,venom_tissue,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
P31986,332626,Disintegrin family,73,,Venom,,,Disulfide bond:1,,,,,,venom_tissue,Crotalus lutosus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus lutosus,terrestrial,terrestrial
P28374,8618,Natriuretic peptide family,38,,Venom,,,Disulfide bond:1,,,,,,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P20164,88087,Contains 1 disintegrin domain,614,,Venom; Venom gland,,Glycoprotein; Pyrrolidone carboxylic acid; Zymogen,Disulfide bond:9; Glycosylation:4; Pyrrolidone carboxylic acid:1,,,,,,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P84190,6887,,25,,Venom,,,,,,,,,venom_tissue,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P00983,8620,Contains 1 BPTI/Kunitz inhibitor domain,57,,Venom,,,Disulfide bond:3,,,,,,both,Dendraspis polylepis polylepis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis polylepis,terrestrial,terrestrial
P60211,184226,Short scorpion toxin superfamily,35,,Venom,,,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P40755,29018,Short scorpion toxin superfamily,39,,Venom,,,Disulfide bond:3,,,,,,both,Centruroides margaritatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides margaritatus,terrestrial,terrestrial
P59869,34647,Short scorpion toxin superfamily,31,,Venom,,Amidation,Disulfide bond:3; Amidation:1,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q0GY46,369776,Long chain scorpion toxin family,87,,Venom gland,,,Disulfide bond:3,,,,,,both,Tityus trivittatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus trivittatus,terrestrial,terrestrial
Q86QV9,6878,Ergtoxin family,43,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
Q9XZC0,6924,Latrotoxin family,1395,,,,,,,,,,,both,Latrodectus mactans,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus mactans,terrestrial,terrestrial
P28375,8619,Snake toxin family,59,,Venom,,,Disulfide bond:4,,,,,,both,Dendroaspis jamesoni kaimosae,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis jamesoni,terrestrial,terrestrial
P01517,7457,MCD family,14,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Polistes jokahamae,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes jokahamae,terrestrial,terrestrial
P12029,8740,Snake toxin myotoxin family,43,,,,,Disulfide bond:3,,,,,,both,Crotalus concolor,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus concolor,terrestrial,terrestrial
Q3HXY3,8670,NGF-beta family,242,,Venom gland,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,,venom_tissue,Pseudechis australis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis australis,terrestrial,terrestrial
Q9PRI1,54390,Snake toxin family,78,,Venom gland,,,Disulfide bond:4,,,,,,both,Micrurus corallinus,Chordata,Lepidosauria,Squamata,Elapidae,Micrurus,Micrurus corallinus,terrestrial,terrestrial
P01394,8621,Snake toxin family,72,,Venom,LD(50) is 0.9 mg/kg by intraperitoneal injection.,,Disulfide bond:5,,,,,,both,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial,terrestrial
Q7T3J2,92438,Snake toxin family,95,,Skin; Venom; Venom gland,LD(50) is 0.23 mg/kg by intraperitoneal injection into mice.,,Disulfide bond:5,,,,,,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P01426,8658,Snake toxin family,61,,Venom,LD(50) is 0.036 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja pallida,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja pallida,terrestrial,terrestrial
Q9W7J6,8673,Snake toxin family,79,,Venom gland,,,Disulfide bond:4,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P0C2D6,103944,Flavin monoamine oxidase family,24,fragment,Venom,,Glycoprotein,,,,,,,both,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
Q7T2Q5,8615,Phospholipase A2 family,147,,Venom gland,,,Disulfide bond:7,,,,,,venom_tissue,Bungarus flaviceps flaviceps,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus flaviceps,terrestrial,terrestrial
P00616,8667,Phospholipase A2 family,133,,Venom,,Glycoprotein,Glycosylation:1,,,,,,kw_toxin,Oxyuranus scutellatus scutellatus,Chordata,Lepidosauria,Squamata,Elapidae,Oxyuranus,Oxyuranus scutellatus,terrestrial,terrestrial
P30811,8673,Phospholipase A2 family,118,,Venom,All subunits are necessary for maximum lethality. LD(50) is 0.001 mg/kg by intraperitoneal injection.,,Disulfide bond:7,,,,,,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
P04084,73841,Phospholipase A2 family,122,,Venom,,,Disulfide bond:7,,,,,,kw_toxin,Vipera ammodytes meridionalis,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
Q9NJC8,34649,Long (4 C-C) scorpion toxin superfamily,84,,Venom gland,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P59356,6884,Long (4 C-C) scorpion toxin superfamily,64,,Venom,LD(50) is 34.3 nmol/kg to cockroaches (Blatella germanica).,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P01492,218467,Long (4 C-C) scorpion toxin superfamily,87,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P59360,34649,Long (4 C-C) scorpion toxin superfamily,64,,Venom,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P45662,6878,Long (4 C-C) scorpion toxin superfamily,87,,Venom; Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P56611,50343,Long (4 C-C) scorpion toxin superfamily,84,,Venom,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Tityus bahiensis,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus bahiensis,terrestrial,terrestrial
Q9BLM3,6858,Long (4 C-C) scorpion toxin superfamily,83,,,,,Disulfide bond:4,,,,,,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q95WD3,218467,Long (4 C-C) scorpion toxin superfamily,86,,Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides sculpturatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides sculpturatus,terrestrial,terrestrial
P68727,34649,Long (4 C-C) scorpion toxin superfamily,61,,,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q8I0K7,34649,Long (4 C-C) scorpion toxin superfamily,85,,,LD(50) is 0.8 mg/kg by intravenous injection into mice.,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P81946,8618,Snake toxin family,59,,Venom,,,Disulfide bond:4,,,,,,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P82227,6904,Janus-atracotoxin family,36,,Venom,,,Disulfide bond:4,,,,,,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P83997,6918,MIT-like ACTX family,68,,Venom,,Pyrrolidone carboxylic acid,Disulfide bond:5; Pyrrolidone carboxylic acid:1,,,,,,venom_tissue,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P0C297,122909,Long (3 C-C) scorpion toxin superfamily,72,,Venom gland,,,Disulfide bond:3,,,,,,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P58605,31925,,49,,Venom,,,,,,,,,both,Segestria florentina,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria,Segestria florentina,terrestrial,terrestrial
P61789,152925,Spider potassium channel inhibitory toxin family,37,,Venom,,,Disulfide bond:3,,,,,,both,Heteropoda venatoria,Arthropoda,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,terrestrial,terrestrial
Q4LCT1,6858,Long (3 C-C) scorpion toxin superfamily,75,,Venom gland,,,Disulfide bond:3,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),,GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),,both,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
P58604,6928,Spider toxin CSTX family,68,,Venom,LD(50) is 3.12 pmol/mg on Drosophila.,,Disulfide bond:4,,,,,,both,Cupiennius salei,Arthropoda,Arachnida,Araneae,Ctenidae,Cupiennius,Cupiennius salei,terrestrial,terrestrial
P85033,406443,Omega-agatoxin family,44,fragment,Venom,,,,,,,,,both,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P56853,29015,Spider potassium channel inhibitory toxin family,35,,Venom,,,Disulfide bond:3,,,,,,both,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P81030,8618,Snake toxin family,66,,,,,Disulfide bond:4,,,,,,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P36984,33319,Plectoxin family,61,fragment,Venom; Venom gland,,,,,,,,,both,Plectreurys tristis,Arthropoda,Arachnida,Araneae,Plectreuridae,Plectreurys,Plectreurys tristis,terrestrial,terrestrial
P82601,129522,,31,,Venom,,,Disulfide bond:3,,,,,,both,Coremiocnemis valida,Arthropoda,Arachnida,Araneae,Theraphosidae,Coremiocnemis,Coremiocnemis valida,terrestrial,terrestrial
Q91516,39682,Peptidase S1 family,258,,Venom gland,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:1,,,,,,venom_tissue,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q9DG83,103944,Peptidase S1 family,260,,Venom gland,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:4,,,,,,venom_tissue,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
P84027,280265,Omega-agatoxin family,37,fragment,Venom,,,,,,,,,both,Ancylometes sp. MR-2004,Arthropoda,Arachnida,Araneae,Ctenidae,Ancylometes,Ancylometes sp. MR-2004,terrestrial,terrestrial
Q9W6M5,36307,Contains 1 disintegrin domain,609,,Venom gland,,Zymogen,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0044421 (extracellular region part); GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),GO:0009405 (pathogenesis),GO:0044421 (extracellular region part),GO:0005509 (calcium ion binding); GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),,both,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
Q3C256,6106,,83,,,LD(50) is 80 ug/kg against crab (P.dehaani).,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,,kw_toxin,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine,marine
P0C1H1,6106,Sea anemone actinoporin family,20,fragment,,LD(50) is 23 ug/kg by intravenous injection into mice.,,,,,,,,kw_toxin,Actinia equina,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia equina,marine,marine
Q5G8B3,309814,,73,,Venom gland,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,,venom_tissue,Tityus costatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus costatus,terrestrial,terrestrial
P17232,7446,MCD family,13,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Vespa mandarinia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa mandarinia,terrestrial,terrestrial
Q8AVA3,8671,CRISP family,238,,Venom; Venom gland,,,Disulfide bond:8,,,,,,both,Pseudechis porphyriacus,Chordata,Lepidosauria,Squamata,Elapidae,Pseudechis,Pseudechis porphyriacus,terrestrial,terrestrial
Q3YEH3,89445,Conotoxin T superfamily,62,,Venom duct,,Cleavage on pair of basic residues,Disulfide bond:2,,,,,,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
O93471,33626,Snake toxin family,81,,Venom gland,,,Disulfide bond:4,,,,,,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
Q6PTD1,42752,Conotoxin A superfamily,65,,,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P69770,42752,,50,,Venom,,Gamma-carboxyglutamic acid,Gamma-carboxyglutamic acid:5,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
P01458,8655,Snake toxin family,60,,Venom,LD(50) is 1.6 mg/kg by subcutaneous injection.,,Disulfide bond:4,,,,,,both,Naja nivea,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja nivea,terrestrial,terrestrial
P69761,319920,Conotoxin O superfamily,81,,Venom duct,,,Disulfide bond:3,,,,,,both,Conus victoriae,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus victoriae,marine,marine
Q9GU58,6494,Conotoxin P superfamily,88,,Venom,,Amidation; Cleavage on pair of basic residues; Gamma-carboxyglutamic acid,Disulfide bond:3; Gamma-carboxyglutamic acid:2; Amidation:1,,,,,,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P56638,88764,Conotoxin A superfamily,16,,,,Amidation; Sulfation,Disulfide bond:2; Amidation:1; Sulfation:1,,,,,,both,Conus episcopatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus episcopatus,marine,marine
P58783,55423,Conotoxin A superfamily,30,,Venom,,Amidation; Hydroxylation,Hydroxylation:5; Disulfide bond:3; Amidation:1,,,,,,both,Conus ermineus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ermineus,marine,marine
P69756,6492,Conotoxin O superfamily,32,,Venom duct,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,,both,Conus magus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus magus,marine,marine
Q7Z0A1,61198,Conotoxin I1 superfamily,42,,Venom duct,,,,,,,,,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q0N4U7,97183,Conotoxin J superfamily,76,,Venom duct,,Amidation,Disulfide bond:2; Amidation:1,,,,,,both,Conus planorbis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus planorbis,marine,marine
P0C1N5,42752,Conotoxin M superfamily,68,,Venom duct,,Amidation; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
Q5K0C4,89439,Conotoxin O superfamily,80,,Venom duct,,,Disulfide bond:3,,,,,,both,Conus capitaneus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus capitaneus,marine,marine
P56713,37335,Conotoxin O superfamily,30,,Venom,,,Disulfide bond:3,,,,,,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
Q7LZT4,35671,Disintegrin family,71,,Venom,,,Disulfide bond:6,,,,,,venom_tissue,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
P83912,135726,Contains 1 disintegrin domain,484,,Venom,,Zymogen,Disulfide bond:10,,,,,,venom_tissue,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
P49344,39300,Ectatomin family,34,,Venom,LD(50) is 6.8 ug/kg by intracerebroventricular injection into mice.,,Disulfide bond:2,,,,,,kw_toxin,Ectatomma tuberculatum,Arthropoda,Insecta,Hymenoptera,Formicidae,Ectatomma,Ectatomma tuberculatum,terrestrial,terrestrial
P25660,8613,Contains 1 BPTI/Kunitz inhibitor domain,65,,Venom,,,Disulfide bond:3,,,,,,venom_tissue,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
Q95NK7,34649,Short scorpion toxin superfamily,54,,Venom; Venom gland,,,Disulfide bond:3,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P46112,6884,Short scorpion toxin superfamily,38,,Venom,,,Disulfide bond:3,,,,,,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
P84864,380989,Short scorpion toxin superfamily,36,,Venom,,,Disulfide bond:4,,,,,,both,Hadrurus gertschi,Arthropoda,Arachnida,Scorpiones,Caraboctonidae,Hadrurus,Hadrurus gertschi,terrestrial,terrestrial
Q86QV5,217897,Ergtoxin family,43,,Venom gland,,,Disulfide bond:4,,,,,,both,Centruroides elegans,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides elegans,terrestrial,terrestrial
Q1ELU9,379576,Latarcin family,93,,Venom; Venom gland,,Amidation,Amidation:1,,,,,,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
P69036,91439,MCD family,14,,Venom,,Amidation,Amidation:1,,,,,,venom_tissue,Protopolybia exigua,Arthropoda,Insecta,Hymenoptera,Vespidae,Protopolybia,Protopolybia exigua,terrestrial,terrestrial
Q68Y22,36171,Pilosulin family,84,,,,,,,,,,,venom_tissue,Myrmecia banksi,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia banksi,terrestrial,terrestrial
Q90W38,8726,NGF-beta family,241,,Venom gland,,Cleavage on pair of basic residues; Glycoprotein,Disulfide bond:3; Glycosylation:1,,,,,,venom_tissue,Bothrops jararacussu,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararacussu,terrestrial,terrestrial
P01388,8643,Snake toxin family,71,,,,,Disulfide bond:5,,,,,,both,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial,terrestrial
P60235,8618,Snake toxin family,40,fragment,Venom,,,Disulfide bond:1,,,,,,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
P01418,8621,Snake toxin family,60,,Venom,LD(50) is 0.08 mg/kg by intraperitoneal injection.,,Disulfide bond:4,,,,,,both,Dendroaspis viridis,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis viridis,terrestrial,terrestrial
P19958,8678,Snake toxin family,60,,Venom,LD(50) is 0.076 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,,both,Aipysurus laevis,Chordata,Lepidosauria,Squamata,Elapidae,Aipysurus,Aipysurus laevis,marine,marine
Q7T2I5,8631,Snake toxin family,83,,Liver,LD(50) is 0.15 mg/kg by intramuscular injection.,,Disulfide bond:4,,,,,,both,Laticauda semifasciata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda semifasciata,marine,marine
P0C2D1,113192,Flavin monoamine oxidase family,49,fragment,Venom,,Glycoprotein,,,,,,,both,Bothrops pirajai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops pirajai,terrestrial,terrestrial
P84397,8723,Phospholipase A2 family,122,,Venom,,,Disulfide bond:7,,,,,,venom_tissue,Bothrops insularis,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops insularis,terrestrial,terrestrial
Q9PVE3,8722,Phospholipase A2 family,138,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Bothrops asper,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops asper,terrestrial,terrestrial
Q45Z26,100989,Phospholipase A2 family,151,,Venom gland,,,Disulfide bond:7,,,,,,both,Tropidechis carinatus,Chordata,Lepidosauria,Squamata,Elapidae,Tropidechis,Tropidechis carinatus,terrestrial,terrestrial
Q75S51,92438,Phospholipase A2 family,147,,Venom gland,,,Disulfide bond:7,,,,,,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q92085,33626,Phospholipase A2 family,146,,Venom gland,,,Disulfide bond:7,,,,,,kw_toxin,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P84685,184226,,10,fragment,Venom,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
P84691,184226,,10,fragment,Venom,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q9UAD0,34649,Short scorpion toxin superfamily,59,,Venom gland,,,Disulfide bond:4,,,,,,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P81761,34647,Short scorpion toxin superfamily,62,,Venom; Venom gland,,,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q68PG3,6879,Long (4 C-C) scorpion toxin superfamily,84,,Venom gland,,Cleavage on pair of basic residues,Disulfide bond:4,,,,,,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P84614,42519,Long (4 C-C) scorpion toxin superfamily,65,,Venom,"LD(50) is 0.088 ug/g by subcutaneous injection into mice, 0.0023 ug/g by intracerebroventricular injection into mice and 14.3 ug/g in B.germanica.",Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P13488,6869,Long (4 C-C) scorpion toxin superfamily,66,,Venom,,,Disulfide bond:4,,,,,,both,Buthus occitanus mardochei,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
Q68PH0,6879,Long (4 C-C) scorpion toxin superfamily,69,fragment,Venom gland,,Amidation,Disulfide bond:4; Amidation:1,,,,,,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P09981,34648,Long (4 C-C) scorpion toxin superfamily,66,,Venom,,,Disulfide bond:4,,,,,,both,Mesobuthus eupeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Mesobuthus,Mesobuthus eupeus,terrestrial,terrestrial
