Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
B6DCX6,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCX7,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCX8,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCX9,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY0,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY2,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY3,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY4,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY5,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY6,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY7,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY8,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCY9,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ0,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
A0A023VZR2,1096223,Scoloptoxin-08 family,206,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial,terrestrial
B6DCZ1,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ2,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ3,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ4,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ5,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ6,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ7,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ8,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DCZ9,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD00,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD01,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
A0A023W0B6,62613,Scoloptoxin-08 family,167,,,MOD_RES:2,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
A0A023W168,1329349,Scoloptoxin-08 family,122,,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
A0A023W0W9,943129,Scoloptoxin-08 family,145,,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
A0A023W157,62613,Scoloptoxin-08 family,167,,,MOD_RES:2,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
A0A023W0V9,62613,Scoloptoxin-08 family,167,,,MOD_RES:2,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
A0A023W0C3,62613,Scoloptoxin-08 family,124,,,MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
A0A023W163,62613,Scoloptoxin-08 family,131,,,MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P0DMZ3,51769,Sea anemone 8 toxin family,79,,,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P0DMZ4,51769,Sea anemone 8 toxin family,79,,,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P0DMZ5,51769,Sea anemone 8 toxin family,76,fragment,,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P0DMZ6,51769,Sea anemone 8 toxin family,83,,,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P0DMZ7,51769,Sea anemone 8 toxin family,84,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
P85274,406443,Neurotoxin 09 (Tx3-6) family,12,fragment,,,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial,terrestrial
P83902,272754,Neurotoxin 09 (Tx3-6) family,58,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial,terrestrial
P84014,272752,Neurotoxin 09 (Tx3-6) family,55,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial,terrestrial
P81792,6918,Neurotoxin 09 (Tx3-6) family,90,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P84031,272752,Neurotoxin 09 (Tx3-6) family,58,,,DISULFID:6,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial,terrestrial
P0C2S7,6918,Neurotoxin 09 (Tx3-6) family,93,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P83901,272752,Neurotoxin 09 (Tx3-6) family,58,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial,terrestrial
P0C2S8,6918,Neurotoxin 09 (Tx3-6) family,100,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
P84011,6918,Neurotoxin 09 (Tx3-6) family,58,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial,terrestrial
A0A1R3S3A8,6116,Sea anemone structural class 9a family,98,,,DISULFID:2,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Metridium senile,Cnidaria,Anthozoa,Actiniaria,Metridiidae,Metridium,Metridium senile,marine,marine
A0A023W0V6,943129,Scoloptoxin-09 family,74,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P86466,138296,Sea anemone structural class 9a family,27,fragment,,,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine,marine
P86465,138296,Sea anemone structural class 9a family,30,,,DISULFID:1,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine,marine
P86467,138296,Sea anemone structural class 9a family,28,fragment,,DISULFID:2,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Bunodosoma cangicum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma cangicum,marine,marine
P69929,280228,Sea anemone structural class 9a family,233,,LD(50) is 830 ug/kg into crabs. {ECO:0000269|PubMed:15581681}.,DISULFID:12; MOD_RES:6,"The precursor protein seems to be processed in the following sequence: release of the signal peptide and of the propeptide, production of six identical 34-residue peptides by cleavage between Arg and Glu, release of four N-terminal and three C-terminal residues from each peptide and hydroxylation of each Pro in position 6 of the resulting 27-residue peptides. {ECO:0000269|PubMed:15581681}.",GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),GO:0017080 (sodium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Antheopsis maculata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Antheopsis,Antheopsis maculata,marine,marine
P0C7W7,475174,Sea anemone structural class 9a family,28,,PD(50) of SHTX-1 (Shd1a) and -2 (Shd1b) are 430 ug/kg into crabs. {ECO:0000269|PubMed:18243416}.,DISULFID:2; MOD_RES:1,Occurs in 2 forms which differ in the post-translational modification of Pro-6. In form SHTX-1 (Shd1a) Pro-6 is a hydroxyproline while in form SHTX-2 (Shd1b) Pro-6 is unmodified.,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Stichodactyla haddoni,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla haddoni,marine,marine
R4ZCU1,1264739,Sea anemone structural class 9a family,162,,,DISULFID:8,,GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),GO:0099106 (ion channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Urticina grebelnyi,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,Urticina grebelnyi,marine,marine
B6DD03,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD04,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD05,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
B6DD06,434756,Neurotoxin 19 (CSTX) family,77,,,,Contains 4 disulfide bonds. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),2: Evidence at transcript level;,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial,terrestrial
P0DPY9,1096223,Scoloptoxin-10 family,104,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Cormocephalus westwoodi,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Cormocephalus,Cormocephalus westwoodi,terrestrial,terrestrial
P0DPY3,62613,Scoloptoxin-10 family,84,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial,terrestrial
P0DPY7,1329349,Scoloptoxin-10 family,101,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial,terrestrial
P0DPZ2,2609776,Scoloptoxin-10 family,101,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),GO:0015459 (potassium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DPY4,943129,Scoloptoxin-10 family,108,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),3: Inferred from homology;,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial,terrestrial
P0DPV0,2609776,Scoloptoxin-10 family,101,,,,Contains 3 disulfide bonds. {ECO:0000305}.,GO:0005576 (extracellular region); GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),GO:0005246 (calcium channel regulator activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial,terrestrial
P0DQJ3,115339,Neurotoxin 12 (Hwtx-2) family,48,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Acanthoscurria gomesiana,Arthropoda,Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria gomesiana,terrestrial,terrestrial
B3EWY4,1264770,Neurotoxin 12 (Hwtx-2) family,98,,PD(50) is 13 ug/g in insect larvae (S.frugiperda) (at 8 hours post-injection). {ECO:0000269|PubMed:23496776}.,DISULFID:3,,GO:0005576 (extracellular region); GO:0090729 (toxin activity),GO:0090729 (toxin activity),1: Evidence at protein level;,Acanthoscurria paulensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria paulensis,terrestrial,terrestrial
Q4LCT3,6858,Long (3 C-C) scorpion toxin superfamily,80,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
V9QF69,156851,Arthropod CHH/MIH/GIH/VIH hormone family,90,,,,,GO:0005576 (extracellular region),,3: Inferred from homology;,Latrodectus geometricus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus geometricus,terrestrial,terrestrial
V9QFH5,256737,Arthropod CHH/MIH/GIH/VIH hormone family,88,,,,,GO:0005576 (extracellular region),,3: Inferred from homology;,Latrodectus hesperus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus hesperus,terrestrial,terrestrial
P49125,6925,Arthropod CHH/MIH/GIH/VIH hormone family,88,,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;,Latrodectus tredecimguttatus,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,Latrodectus tredecimguttatus,terrestrial,terrestrial
Q4LCS9,6858,Long (3 C-C) scorpion toxin superfamily,80,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0008200 (ion channel inhibitor activity); GO:0019870 (potassium channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q4LCS8,6858,Long (3 C-C) scorpion toxin superfamily,82,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),GO:0008200 (ion channel inhibitor activity); GO:0019871 (sodium channel inhibitor activity); GO:0090729 (toxin activity),1: Evidence at protein level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
Q4LCS7,6858,Long (3 C-C) scorpion toxin superfamily,80,,,DISULFID:3,,GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),GO:0008200 (ion channel inhibitor activity); GO:0090729 (toxin activity),2: Evidence at transcript level;,Androctonus australis,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus australis,terrestrial,terrestrial
