Entry,Organism (ID),Protein families,Length,Fragment,Source tissues,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q5W958,8724,Peptidase S1 family,253,,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:6; Glycosylation:2,GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0004252 (serine-type endopeptidase activity),2: Evidence at transcript level,both,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q91510,103944,Peptidase S1 family,257,,Venom gland,,Disulfide bond; Zymogen,Disulfide bond:6,GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0004252 (serine-type endopeptidase activity),2: Evidence at transcript level,both,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
P26324,8717,Peptidase S1 family,234,,Venom,,Disulfide bond; Glycoprotein,Disulfide bond:6; Glycosylation:5,GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0007596 (blood coagulation); GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0004252 (serine-type endopeptidase activity),1: Evidence at protein level,both,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial,terrestrial
Q8UUJ2,35671,Peptidase S1 family,236,,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:4; Glycosylation:2,GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0004252 (serine-type endopeptidase activity),GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0004252 (serine-type endopeptidase activity),2: Evidence at transcript level,both,Gloydius ussuriensis,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius ussuriensis,terrestrial,terrestrial
B5G6H2,100989,Snake waprin family,75,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region); GO:0030414 (peptidase inhibitor activity),GO:0042742 (defense response to bacterium),GO:0005576 (extracellular region),GO:0030414 (peptidase inhibitor activity),2: Evidence at transcript level,venom_tissue,Tropidechis carinatus,Chordata,Lepidosauria,Squamata,Elapidae,Tropidechis,Tropidechis carinatus,terrestrial,terrestrial
P0CE78,6921,SicTox family,279,,Venom gland,,Disulfide bond; Glycoprotein,Disulfide bond:2; Glycosylation:1,GO:0019835 (cytolysis); GO:0006071 (glycerol metabolic process); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008889 (glycerophosphodiester phosphodiesterase activity); GO:0046872 (metal ion binding); GO:0070290 (NAPE-specific phospholipase D activity); GO:0004630 (phospholipase D activity); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0019835 (cytolysis); GO:0006071 (glycerol metabolic process); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008889 (glycerophosphodiester phosphodiesterase activity); GO:0046872 (metal ion binding); GO:0070290 (NAPE-specific phospholipase D activity); GO:0004630 (phospholipase D activity); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level,both,Loxosceles reclusa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles reclusa,terrestrial,terrestrial
B2KKV6,58218,SicTox family,306,,Venom gland,,Disulfide bond; Glycoprotein; Zymogen,Disulfide bond:2; Glycosylation:1,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level,both,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial,terrestrial
C0JAY2,571529,SicTox family,273,fragment,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level,both,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
C0JB03,571528,SicTox family,273,fragment,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level,both,Loxosceles rufescens,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles rufescens,terrestrial,terrestrial
C0JB29,58217,SicTox family,276,fragment,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level,both,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
Q5I2B1,308032,Sea anemone actinoporin family,173,fragment,,,,,GO:0006812 (cation transport); GO:0019835 (cytolysis); GO:0052331 (hemolysis of cells in other organism involved in symbiotic interaction); GO:0009405 (pathogenesis); GO:0046931 (pore complex assembly); GO:0042151 (nematocyst); GO:0044218 (other organism cell membrane); GO:0046930 (pore complex); GO:0015267 (channel activity),GO:0006812 (cation transport); GO:0019835 (cytolysis); GO:0052331 (hemolysis of cells in other organism involved in symbiotic interaction); GO:0009405 (pathogenesis); GO:0046931 (pore complex assembly),GO:0042151 (nematocyst); GO:0044218 (other organism cell membrane); GO:0046930 (pore complex),GO:0015267 (channel activity),1: Evidence at protein level,kw_toxin,Oulactis orientalis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Oulactis,Oulactis orientalis,marine,marine
P15228,34649,Long (4 C-C) scorpion toxin superfamily,85,,Venom; Venom gland,,Amidation; Disulfide bond,Disulfide bond:4; Amidation:1,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
C9X4J1,57059,,75,,Venom gland,,,,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,venom_tissue,Tityus discrepans,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus discrepans,terrestrial,terrestrial
C0JB46,571532,SicTox family,275,fragment,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level,both,Loxosceles spinulosa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles spinulosa,terrestrial,terrestrial
C0JB60,571541,SicTox family,275,fragment,Venom gland,,Disulfide bond,Disulfide bond:2,GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0006629 (lipid metabolic process); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level,both,Sicarius peruensis,Arthropoda,Arachnida,Araneae,Sicariidae,Sicarius,Sicarius peruensis,terrestrial,terrestrial
P11494,6108,Sea anemone type 3 (BDS) potassium channel toxin family,43,,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,kw_toxin,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine,marine
Q7LZK8,8692,Contains 1 C-type lectin domain,125,,Venom,,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0005529 (sugar binding),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0005529 (sugar binding),1: Evidence at protein level,both,Bitis arietans,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis arietans,terrestrial,terrestrial
P0C7S7,103944,,11,,Venom,,Pyrrolidone carboxylic acid,Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region),GO:0009405 (pathogenesis); GO:0008217 (regulation of blood pressure),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial,terrestrial
P12797,7437,Bradykinin family,11,,Venom,,,,GO:0045776 (negative regulation of blood pressure); GO:0045987 (positive regulation of smooth muscle contraction); GO:0042311 (vasodilation); GO:0005615 (extracellular space),GO:0045776 (negative regulation of blood pressure); GO:0045987 (positive regulation of smooth muscle contraction); GO:0042311 (vasodilation),GO:0005615 (extracellular space),,1: Evidence at protein level,venom_tissue,Megascolia flavifrons,Arthropoda,Insecta,Hymenoptera,Scoliidae,Megascolia,Megascolia flavifrons,terrestrial,terrestrial
P0C2K5,58216,SicTox family,7,fragment,Venom,,Disulfide bond,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),1: Evidence at protein level,both,Loxosceles gaucho,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles gaucho,terrestrial,terrestrial
P58843,101313,,25,,,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
Q9PRP7,40353,Contains 1 C-type lectin domain,30,fragment,Venom,,Disulfide bond,Disulfide bond:1,GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0016504 (peptidase activator activity); GO:0005529 (sugar binding),GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0016504 (peptidase activator activity); GO:0005529 (sugar binding),1: Evidence at protein level,both,Echis carinatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis carinatus,terrestrial,terrestrial
A1X8B6,101306,Conotoxin A superfamily,68,,,,Amidation; Disulfide bond,Disulfide bond:2; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine,marine
P0CAQ6,101306,Conotoxin A superfamily,61,,,,Amidation; Disulfide bond,Disulfide bond:2; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine,marine
P60274,6491,Conotoxin A superfamily,19,,Venom,,Disulfide bond; Gamma-carboxyglutamic acid; Hydroxylation,Disulfide bond:2; Gamma-carboxyglutamic acid:1; Hydroxylation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P01520,6491,Conotoxin A superfamily,13,,Venom,,Amidation; Disulfide bond,Disulfide bond:2; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P60977,269418,Insecticidal toxin ABC family,39,,Venom; Venom gland,PD(50) is 3.70 +/- 0.19 mg/kg by injection into the abdomen of larvae of H.virescens.,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Calisoga sp. US5688764,Arthropoda,Arachnida,Araneae,Nemesiidae,Calisoga,Calisoga sp. US5688764,terrestrial,terrestrial
P0C8S5,505247,,32,,Venom; Venom duct,,Amidation; Disulfide bond; Hydroxylation,Hydroxylation:3; Amidation:1; Disulfide bond:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Conus parius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus parius,marine,marine
P0C1W6,89431,Conotoxin D superfamily,95,,Venom; Venom duct,,Amidation; Disulfide bond; Gamma-carboxyglutamic acid; Hydroxylation,Hydroxylation:3; Gamma-carboxyglutamic acid:2; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),1: Evidence at protein level,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
Q7Z093,61198,Conotoxin I1 superfamily,46,,Venom duct,,D-amino acid; Disulfide bond; Hydroxylation,Disulfide bond:4; Hydroxylation:3; D-amino acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
D2DGD8,93154,Conotoxin I3 superfamily,83,,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
P0C1T9,101297,Conotoxin M superfamily,22,,Venom duct,,Amidation; Disulfide bond,Disulfide bond:3; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),2: Evidence at transcript level,both,Conus consors,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus consors,marine,marine
P56529,41690,Conotoxin M superfamily,75,,Venom; Venom duct,,Amidation; Cleavage on pair of basic residues; Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:3; Amidation:1,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0045211 (postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity); GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
Q9XYZ1,93154,Conotoxin O1 superfamily,74,,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane); GO:0019855 (calcium channel inhibitor activity),GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission),GO:0005576 (extracellular region); GO:0042734 (presynaptic membrane),GO:0019855 (calcium channel inhibitor activity),2: Evidence at transcript level,both,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
Q2I2R4,89445,Conotoxin O1 superfamily,76,,Venom duct,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
Q86RA3,89431,Conotoxin O1 superfamily,74,,Venom; Venom duct,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
P56633,41690,Conotoxin O1 superfamily,72,,Venom; Venom duct,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019870 (potassium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019870 (potassium channel inhibitor activity),1: Evidence at protein level,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
B0KZ78,89764,Conotoxin O2 superfamily,87,,Venom duct,,Disulfide bond,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus betulinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus betulinus,marine,marine
P58785,41690,Contryphan family,8,,Venom,,D-amino acid; Disulfide bond,D-amino acid:1; Disulfide bond:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
A0SPI1,202807,MCD family,65,,Venom; Venom gland,,Amidation,Amidation:1,GO:0006935 (chemotaxis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism); GO:0005576 (extracellular region),GO:0006935 (chemotaxis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of another organism),GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Vespa magnifica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa magnifica,terrestrial,terrestrial
P84804,8642,CRISP family,14,fragment,Venom,,,,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0006952 (defense response); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Naja haje haje,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja haje,terrestrial,terrestrial
P81990,8607,CRISP family,30,fragment,Venom,,,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019855 (calcium channel inhibitor activity),1: Evidence at protein level,both,Aspidelaps scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Aspidelaps,Aspidelaps scutatus,terrestrial,terrestrial
Q9BPE7,37335,Conotoxin T superfamily,63,,Venom duct,,Amidation; Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:2; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
Q6PN82,42752,Conotoxin T superfamily,62,,Venom duct,,Cleavage on pair of basic residues; Disulfide bond; Gamma-carboxyglutamic acid,Disulfide bond:2; Gamma-carboxyglutamic acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus marmoreus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus marmoreus,marine,marine
O93471,33626,Snake three-finger toxin family,81,,Venom gland,,Disulfide bond,Disulfide bond:4,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Naja sputatrix,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja sputatrix,terrestrial,terrestrial
P01443,8656,Snake three-finger toxin family,81,,Liver; Venom; Venom gland,LD(50) is 2.1 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0004860 (protein kinase inhibitor activity),GO:0019835 (cytolysis); GO:0044179 (hemolysis of cells in other organism); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0004860 (protein kinase inhibitor activity),1: Evidence at protein level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P01469,8644,Snake three-finger toxin family,60,,Venom,LD(50) is 1.11 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,GO:0019835 (cytolysis); GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0019835 (cytolysis); GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Naja mossambica,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja mossambica,terrestrial,terrestrial
P19003,8607,Snake three-finger toxin family,63,,Venom,LD(50) is 6.6 mg/kg by intravenous injection.,Disulfide bond,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,both,Aspidelaps scutatus,Chordata,Lepidosauria,Squamata,Elapidae,Aspidelaps,Aspidelaps scutatus,terrestrial,terrestrial
Q9PW19,102640,Snake three-finger toxin family,103,,Venom; Venom gland,,Disulfide bond,Disulfide bond:5,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,venom_tissue,Bungarus multicinctus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
B4YSU8,89440,Conotoxin Y superfamily,74,,Venom; Venom duct,,Hydroxylation,Hydroxylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,1: Evidence at protein level,kw_toxin,Conus caracteristicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus caracteristicus,marine,marine
P17349,88086,Venom metalloproteinase family,481,,Venom; Venom gland,,Disulfide bond; Zymogen,Disulfide bond:9,GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0009405 (pathogenesis); GO:0006508 (proteolysis); GO:0005576 (extracellular region); GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),GO:0007596 (blood coagulation); GO:0007155 (cell adhesion); GO:0009405 (pathogenesis); GO:0006508 (proteolysis),GO:0005576 (extracellular region),GO:0004222 (metalloendopeptidase activity); GO:0008270 (zinc ion binding),1: Evidence at protein level,both,Protobothrops elegans,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops elegans,terrestrial,terrestrial
