Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
Q05108,7442,CRISP family,203,,,,Disulfide bond:4,,,,,Evidence at protein level,venom_tissue,Dolichovespula arenaria,Arthropoda,Insecta,Hymenoptera,Vespidae,Dolichovespula,Dolichovespula arenaria,terrestrial,terrestrial
Q9IAY0,36307,Snake venom metalloproteinase family,400,fragment,,Zymogen,Disulfide bond:3,,,,,Evidence at transcript level,both,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial,terrestrial
Q71QJ4,39682,Peptidase S1 family,260,,,Glycoprotein,Disulfide bond:6; Glycosylation:6,,,,,Evidence at transcript level,both,Trimeresurus stejnegeri,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus stejnegeri,terrestrial,terrestrial
Q8UUK2,8729,Peptidase S1 family,259,,,,Disulfide bond:6,,,,,Evidence at transcript level,both,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial,terrestrial
Q9PT40,8709,Peptidase S1 family,260,,,Glycoprotein,Disulfide bond:6; Glycosylation:2,,,,,Evidence at transcript level,both,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
Q8JH85,8709,Peptidase S1 family,258,,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:3,,,,,Evidence at transcript level,both,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial,terrestrial
Q6IWF1,64174,Peptidase S1 family,233,,,,Disulfide bond:6,,,,,Evidence at transcript level,both,Bothrops alternatus,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops alternatus,terrestrial,terrestrial
P0C2P5,432528,Huwentoxin-1 superfamily,34,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Grammostola rosea,Arthropoda,Arachnida,Araneae,Theraphosidae,Grammostola,Grammostola rosea,terrestrial,terrestrial
P69944,48400,,59,,LD(50) is 0.53 ug/kg to crabs.,,,,,,,Evidence at protein level,kw_toxin,Anemonia erythraea,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia erythraea,marine,marine
P0C1B5,170972,Long (3 C-C) scorpion toxin superfamily,58,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
Q09GK2,120305,Natriuretic peptide family,164,,,Cleavage on pair of basic residues,,,,,,Evidence at transcript level,both,Philodryas olfersii,Chordata,Lepidosauria,Squamata,Dipsadidae,Philodryas,Philodryas olfersii,terrestrial,terrestrial
P0C1B6,170972,Long (3 C-C) scorpion toxin superfamily,58,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Parabuthus transvaalicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus transvaalicus,terrestrial,terrestrial
P12797,7437,Bradykinin family,11,,,,,GO:0045776 (negative regulation of blood pressure); GO:0045987 (positive regulation of smooth muscle contra...); GO:0005615 (extracellular space),GO:0045776 (negative regulation of blood pressure); GO:0045987 (positive regulation of smooth muscle contra...),GO:0005615 (extracellular space),,Evidence at protein level,venom_tissue,Megascolia flavifrons,Arthropoda,Insecta,Hymenoptera,Scoliidae,Megascolia,Megascolia flavifrons,terrestrial,terrestrial
P58785,41690,Contryphan family,8,,,D-amino acid,D-amino acid:1; Disulfide bond:1,,,,,Evidence at protein level,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
Q8UW11,8781,CRISP family,238,,,,Disulfide bond:8,,,,,Evidence at transcript level,both,Hydrophis hardwickii,Chordata,Lepidosauria,Squamata,Elapidae,Hydrophis,Hydrophis hardwickii,marine,marine
P0C639,93154,Conotoxin T superfamily,63,,,Amidation,Disulfide bond:2; Amidation:1,,,,,Evidence at transcript level,both,Conus pulicarius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pulicarius,marine,marine
P60306,8656,Snake three-finger toxin family,60,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
Q8T0W5,135724,Contains 1 TIL (trypsin inhibitory-like) domain,85,,,,Disulfide bond:5,,,,,Evidence at protein level,venom_tissue,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial,terrestrial
O93427,8732,Contains 1 C-type lectin domain,148,,,,Disulfide bond:5,,,,,Evidence at protein level,venom_tissue,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial,terrestrial
P01448,8643,Snake three-finger toxin family,60,,LD(50) is 1.37 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja melanoleuca,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja melanoleuca,terrestrial,terrestrial
P25517,8644,Snake three-finger toxin family,60,,LD(50) is 2.85 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja mossambica,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja mossambica,terrestrial,terrestrial
Q91126,8656,Snake three-finger toxin family,83,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P85011,101314,Conotoxin A superfamily,12,,,Amidation; Hydroxylation,Disulfide bond:2; Amidation:1; Hydroxylation:1,,,,,Evidence at protein level,both,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
Q9XZK7,6494,Conotoxin A superfamily,66,,,,Disulfide bond:2,,,,,Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P69751,101291,Conotoxin O superfamily,27,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at transcript level,both,Conus catus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus catus,marine,marine
P24778,8626,Snake three-finger toxin family,63,,LD(50) is 33.5 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Hemachatus haemachatus,Chordata,Lepidosauria,Squamata,Elapidae,Hemachatus,Hemachatus haemachatus,terrestrial,terrestrial
P69501,89431,Conotoxin I2 superfamily,67,,,Amidation; Cleavage on pair of basic residues,Amidation:1,,,,,Evidence at transcript level,both,Conus vexillum,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus vexillum,marine,marine
P56633,41690,Conotoxin O superfamily,72,,,Hydroxylation,Disulfide bond:3; Hydroxylation:1,,,,,Evidence at protein level,both,Conus purpurascens,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus purpurascens,marine,marine
Q9BPJ1,6494,Conotoxin M-2 superfamily,67,,,Amidation; Cleavage on pair of basic residues; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,,,,,Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
P0C349,6493,Conotoxin M superfamily,22,,,Amidation; Hydroxylation,Disulfide bond:3; Hydroxylation:2; Amidation:1,,,,,Evidence at protein level,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
Q5K0B8,35631,Conotoxin O superfamily,78,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus imperialis,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus imperialis,marine,marine
Q2I2R2,89445,Conotoxin O superfamily,72,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
P05483,6491,Conotoxin O superfamily,29,,,Hydroxylation,Disulfide bond:3; Hydroxylation:2,,,,,Evidence at protein level,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P58844,6491,,29,,,Amidation; Gamma-carboxyglutamic acid,Disulfide bond:2; Amidation:1; Gamma-carboxyglutamic acid:1,,,,,Evidence at protein level,both,Conus geographus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus geographus,marine,marine
P84523,317381,Frog skin active peptide (FSAP) family,7,,,Amidation; Hydroxylation,Amidation:1; Hydroxylation:1,,,,,Evidence at protein level,venom_tissue,Pithecopus hypochondrialis,Chordata,Amphibia,Anura,Hylidae,Pithecopus,Pithecopus hypochondrialis,terrestrial,terrestrial
Q3BER3,99586,Disintegrin family,128,,,,Disulfide bond:6,,,,,Evidence at protein level,both,Echis ocellatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis ocellatus,terrestrial,terrestrial
P23323,88087,Disintegrin family,75,,,,Disulfide bond:1,,,,,Evidence at protein level,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P22828,8757,Disintegrin family,73,,,,Disulfide bond:6,,,,,Evidence at protein level,venom_tissue,Sistrurus tergeminus,Chordata,Lepidosauria,Squamata,Viperidae,Sistrurus,Sistrurus tergeminus,terrestrial,terrestrial
P04203,8554,Glucagon family,38,,,,,,,,,Evidence at protein level,both,Heloderma suspectum,Chordata,Lepidosauria,Squamata,Helodermatidae,Heloderma,Heloderma suspectum,terrestrial,terrestrial
P59868,55084,Scorpion calcine family,33,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Pandinus imperator,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Pandinus,Pandinus imperator,terrestrial,terrestrial
P00991,8705,Contains 1 BPTI/Kunitz inhibitor domain,61,,,Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,,,,,Evidence at protein level,venom_tissue,Vipera ammodytes ammodytes,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera ammodytes,terrestrial,terrestrial
P62520,278060,Huwentoxin-1 superfamily,63,,,,Disulfide bond:3,,,,,Evidence at protein level,both,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial,terrestrial
P59936,6887,Short scorpion toxin superfamily,40,,LD(50) is 826 ug/kg by intravenous injection into mice.,,Disulfide bond:4,,,,,Evidence at protein level,both,Tityus serrulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus serrulatus,terrestrial,terrestrial
P59850,244936,Short scorpion toxin superfamily,23,fragment,,,,,,,,Evidence at protein level,both,Centruroides limbatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides limbatus,terrestrial,terrestrial
Q6XLL5,190115,Short scorpion toxin superfamily,60,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Opistophthalmus carinatus,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Opistophthalmus,Opistophthalmus carinatus,terrestrial,terrestrial
P59939,6878,Ergtoxin family,43,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Centruroides noxius,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides noxius,terrestrial,terrestrial
P0C5F1,242110,Long (4 C-C) scorpion toxin superfamily,63,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Parabuthus granulatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Parabuthus,Parabuthus granulatus,terrestrial,terrestrial
Q1ELU8,379576,Latarcin family,116,,,,,,,,,Evidence at transcript level,both,Lachesana tarabaevi,Arthropoda,Arachnida,Araneae,Zodariidae,Lachesana,Lachesana tarabaevi,terrestrial,terrestrial
Q7LZ31,8552,,33,fragment,LD(50) is 0.135 mg/kg on mice.,,,,,,,Evidence at protein level,both,Heloderma horridum horridum,Chordata,Lepidosauria,Squamata,Helodermatidae,Heloderma,Heloderma horridum,terrestrial,terrestrial
Q95P90,34649,,94,,,,Disulfide bond:3,,,,,Evidence at transcript level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P0C1Q9,7454,MCD family,15,,,Amidation,Amidation:1,,,,,Evidence at protein level,venom_tissue,Vespula vulgaris,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula vulgaris,terrestrial,terrestrial
P0C1Q7,7450,MCD family,14,,,Amidation,Amidation:1,,,,,Evidence at transcript level,venom_tissue,Vespa tropica,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa tropica,terrestrial,terrestrial
Q66S25,289382,Natterin family,355,,,,,,,,,Evidence at protein level,both,Thalassophryne nattereri,Chordata,Actinopteri,Batrachoidiformes,Batrachoididae,Thalassophryne,Thalassophryne nattereri,marine,marine
Q3HXY9,8673,NGF-beta family,243,,,Cleavage on pair of basic residues; Glycoprotein,Disulfide bond:3; Glycosylation:1,,,,,Evidence at transcript level,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q6IZ95,92438,Snake three-finger toxin family,86,,,,Disulfide bond:5,,,,,Evidence at transcript level,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
Q8AY52,92438,Snake three-finger toxin family,86,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Bungarus candidus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus candidus,terrestrial,terrestrial
P01389,263737,Snake three-finger toxin family,72,,LD(50) is 0.067 mg/kg by subcutaneous injection.,,Disulfide bond:5,,,,,Evidence at protein level,both,Naja anchietae,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja anchietae,terrestrial,terrestrial
P07526,8665,Snake three-finger toxin family,73,,,,Disulfide bond:5,,,,,Evidence at protein level,both,Ophiophagus hannah,Chordata,Lepidosauria,Squamata,Elapidae,Ophiophagus,Ophiophagus hannah,terrestrial,terrestrial
Q8QGR0,8618,Snake three-finger toxin family,86,,,,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0048019 (receptor antagonist activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0048019 (receptor antagonist activity),Evidence at protein level,both,Dendroaspis angusticeps,Chordata,Lepidosauria,Squamata,Elapidae,Dendroaspis,Dendroaspis angusticeps,terrestrial,terrestrial
Q7T2I1,8630,Snake three-finger toxin family,82,fragment,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Laticauda laticaudata,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda laticaudata,marine,marine
P60773,8659,Snake three-finger toxin family,61,,LD(50) is 0.05 mg/kg by intravenous injection.,,Disulfide bond:4,,,,,Evidence at protein level,both,Naja philippinensis,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja philippinensis,terrestrial,terrestrial
Q9YGX0,8628,Snake three-finger toxin family,83,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
Q9YGI8,8616,Snake three-finger toxin family,86,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Bungarus multicinctus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus multicinctus,terrestrial,terrestrial
Q4F867,343250,Flavin monoamine oxidase family,392,fragment,,Glycoprotein,Disulfide bond:1; Glycosylation:1,GO:0001716 (L-amino-acid oxidase activity),,,GO:0001716 (L-amino-acid oxidase activity),Evidence at transcript level,both,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial,terrestrial
Q9PUH1,29156,Phospholipase A2 family,146,,,,Disulfide bond:7,,,,,Evidence at transcript level,both,Austrelaps superbus,Chordata,Lepidosauria,Squamata,Elapidae,Austrelaps,Austrelaps superbus,terrestrial,terrestrial
P00602,8644,Phospholipase A2 family,118,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Naja mossambica,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja mossambica,terrestrial,terrestrial
P81237,8605,Phospholipase A2 family,118,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Acanthophis antarcticus,Chordata,Lepidosauria,Squamata,Elapidae,Acanthophis,Acanthophis antarcticus,terrestrial,terrestrial
Q9W7J3,8673,Phospholipase A2 family,154,,,,Disulfide bond:7,,,,,Evidence at protein level,venom_tissue,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q8UUH8,8628,Phospholipase A2 family,145,,,,Disulfide bond:7,,,,,Inferred from homology,kw_toxin,Laticauda colubrina,Chordata,Lepidosauria,Squamata,Elapidae,Laticauda,Laticauda colubrina,marine,marine
P85060,412080,Phospholipase A2 family,30,fragment,,,,GO:0006937 (regulation of muscle contraction); GO:0005576 (extracellular region); GO:0004623 (phospholipase A2 activity),GO:0006937 (regulation of muscle contraction),GO:0005576 (extracellular region),GO:0004623 (phospholipase A2 activity),Evidence at protein level,both,Acanthophis sp. Seram,Chordata,Lepidosauria,Squamata,Elapidae,Acanthophis,Acanthophis sp. Seram,terrestrial,terrestrial
P00629,8613,Phospholipase A2 family,135,fragment,,,Disulfide bond:7,,,,,Evidence at protein level,both,Bungarus fasciatus,Chordata,Lepidosauria,Squamata,Elapidae,Bungarus,Bungarus fasciatus,terrestrial,terrestrial
P23028,8673,Phospholipase A2 family,133,,All subunits are necessary for maximum lethality. LD(50) is 0.001 mg/kg by intraperitoneal injection.,Glycoprotein,Disulfide bond:8; Glycosylation:1,,,,,Evidence at protein level,both,Pseudonaja textilis,Chordata,Lepidosauria,Squamata,Elapidae,Pseudonaja,Pseudonaja textilis,terrestrial,terrestrial
Q8JFG1,194601,Phospholipase A2 family,138,,,,Disulfide bond:7,,,,,Evidence at transcript level,both,Vipera aspis aspis,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial,terrestrial
P00622,8693,Phospholipase A2 family,121,,LD(50) is 0.18 mg/kg by intraperitoneal injection.,,Disulfide bond:7,,,,,Evidence at protein level,both,Bitis caudalis,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis caudalis,terrestrial,terrestrial
P82414,118888,,30,,,,,,,,,Evidence at protein level,venom_tissue,Neoponera goeldii,Arthropoda,Insecta,Hymenoptera,Formicidae,Neoponera,Neoponera goeldii,terrestrial,terrestrial
O57690,88087,CNF-like-inhibitor family,200,,,Glycoprotein,Disulfide bond:8; Glycosylation:1,,,,,Evidence at protein level,venom_tissue,Protobothrops flavoviridis,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops flavoviridis,terrestrial,terrestrial
P60213,184226,Long (4 C-C) scorpion toxin superfamily,64,,,,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),Evidence at protein level,both,Tityus obscurus,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus obscurus,terrestrial,terrestrial
Q9GUA7,34649,Long (4 C-C) scorpion toxin superfamily,85,,,,Disulfide bond:4,,,,,Evidence at transcript level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q56TT9,6863,Long (4 C-C) scorpion toxin superfamily,85,,"PD(50) is 130 ng/g body weight to blowfly larvae, PD(50) is 50 ng/g body weight to locusts (Locusta migratoria). Not toxic by subcutaneous injection into mice.",Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Hottentotta judaicus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta judaicus,terrestrial,terrestrial
P01488,6871,Long (4 C-C) scorpion toxin superfamily,65,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Buthus occitanus tunetanus,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus occitanus,terrestrial,terrestrial
Q68PH3,6879,Long (4 C-C) scorpion toxin superfamily,87,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P83400,34647,Short scorpion toxin superfamily,60,,LD(50) is 53.1 mg/kg when injected into the thoracic region of insect larvae of H.armigera.,,Disulfide bond:4,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,Evidence at protein level,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
Q68PG9,6879,Long (4 C-C) scorpion toxin superfamily,69,fragment,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at transcript level,both,Centruroides exilicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides exilicauda,terrestrial,terrestrial
P45698,34649,Long (4 C-C) scorpion toxin superfamily,79,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
P59887,42519,Short scorpion toxin superfamily,36,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Hottentotta tamulus,Arthropoda,Arachnida,Scorpiones,Buthidae,Hottentotta,Hottentotta tamulus,terrestrial,terrestrial
P0C5I5,6884,Long (4 C-C) scorpion toxin superfamily,85,,PD(50) is 3-5 ng/100 mg of body weight of Sarcophaga larvae for both contraction and flaccid paralysis.,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Leiurus hebraeus,Arthropoda,Arachnida,Scorpiones,Buthidae,Leiurus,Leiurus hebraeus,terrestrial,terrestrial
Q9XY87,34649,Long (4 C-C) scorpion toxin superfamily,85,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Olivierus martensii,Arthropoda,Arachnida,Scorpiones,Buthidae,Olivierus,Olivierus martensii,terrestrial,terrestrial
Q1KY79,58217,Spider sphingomyelinase family,285,,,,Disulfide bond:1,GO:0050290 (sphingomyelin phosphodiesterase D activity),,,GO:0050290 (sphingomyelin phosphodiesterase D activity),Evidence at transcript level,both,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
Q5D232,278061,MIT-like AcTx family,89,,,,Disulfide bond:5,,,,,Evidence at transcript level,venom_tissue,Hadronyche sp. 20,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche sp. 20,terrestrial,terrestrial
P81885,6904,Delta-atracotoxin family,42,,,,Disulfide bond:4,,,,,Evidence at protein level,both,Hadronyche versuta,Arthropoda,Arachnida,Araneae,Hexathelidae,Hadronyche,Hadronyche versuta,terrestrial,terrestrial
P0C2A0,122909,Long (4 C-C) scorpion toxin superfamily,23,fragment,,,,,,,,Evidence at protein level,both,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial,terrestrial
P0C1F4,31164,Sea anemone sodium channel inhibitory toxin family,48,,LD(50) is 0.4 ug/kg by intracerebroventricular injection into mice.,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Bunodosoma granuliferum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma granuliferum,marine,marine
P0C1F5,31164,Sea anemone sodium channel inhibitory toxin family,48,,LD(50) is 21 ug/kg by intracerebroventricular injection into mice.,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Bunodosoma granuliferum,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Bunodosoma,Bunodosoma granuliferum,marine,marine
P0C5G3,6112,Sea anemone sodium channel inhibitory toxin family,49,,,,Disulfide bond:3,,,,,Inferred from homology,kw_toxin,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine,marine
P01531,6112,Sea anemone sodium channel inhibitory toxin family,49,,,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Anthopleura xanthogrammica,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura xanthogrammica,marine,marine
Q8MTX1,172846,,102,,,,,,,,,Evidence at transcript level,both,Caerostris extrusa,Arthropoda,Arachnida,Araneae,Araneidae,Caerostris,Caerostris extrusa,terrestrial,terrestrial
P0C201,179874,,86,,,Amidation; Cleavage on pair of basic residues,Disulfide bond:3; Amidation:1,,,,,Evidence at protein level,both,Psalmopoeus cambridgei,Arthropoda,Arachnida,Araneae,Theraphosidae,Psalmopoeus,Psalmopoeus cambridgei,terrestrial,terrestrial
O16846,38281,Sea anemone type 1 potassium channel toxin family,74,,,Cleavage on pair of basic residues,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Heteractis magnifica,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Heteractis,Heteractis magnifica,marine,marine
P11057,6908,Mu-agatoxin family,36,,,Amidation,Disulfide bond:4; Amidation:1,,,,,Evidence at protein level,both,Agelenopsis aperta,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis,Agelenopsis aperta,terrestrial,terrestrial
P29187,6123,Sea anemone type 1 potassium channel toxin family,35,,,,Disulfide bond:3,,,,,Evidence at protein level,kw_toxin,Stichodactyla helianthus,Cnidaria,Anthozoa,Actiniaria,Stichodactylidae,Stichodactyla,Stichodactyla helianthus,marine,marine
Q9YGI4,8656,Snake three-finger toxin family,86,,,,Disulfide bond:5,,,,,Evidence at protein level,both,Naja atra,Chordata,Lepidosauria,Squamata,Elapidae,Naja,Naja atra,terrestrial,terrestrial
P81824,8724,Peptidase S1 family,232,,,Glycoprotein,Disulfide bond:6; Glycosylation:2,,,,,Evidence at protein level,both,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial,terrestrial
Q9DF67,135726,Peptidase S1 family,258,,,Glycoprotein; Zymogen,Disulfide bond:6; Glycosylation:3,,,,,Evidence at transcript level,both,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial,terrestrial
Q9PRP4,60219,Peptidase S1 family,30,fragment,,Glycoprotein,,,,,,Evidence at protein level,both,Lachesis muta rhombeata,Chordata,Lepidosauria,Squamata,Viperidae,Lachesis,Lachesis muta,terrestrial,terrestrial
Q9PTL3,259325,Peptidase S1 family,257,,,Glycoprotein; Zymogen,Disulfide bond:5; Glycosylation:1,,,,,Evidence at transcript level,both,Gloydius brevicauda,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius brevicauda,terrestrial,terrestrial
