Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
B6DCP7,434756,Neurotoxin 19 (CSTX) family,109,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS0,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ0,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ1,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ2,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ3,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ4,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
E7BLC7,122909,Long (4 C-C) scorpion toxin superfamily,84,,LD(50) is less than 25 ug/kg in mouse by intracranial injection. {ECO:0000269|PubMed:22819772}.,,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial
P83999,6918,Neurotoxin 37 family,47,fragment,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
B6DCQ5,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ6,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ7,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ8,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCQ9,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR0,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR1,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR2,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR3,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR4,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
P0DPW7,1329349,Scoloptoxin-03 family,79,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial
A0A0R4I951,2609776,Scoloptoxin-03 family,70,,,,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial
I6RU32,2836329,Scoloptoxin-03 family,74,,the LD(50) ranges from 0.076 mg/kg in adult blowflies to 29.0 mg/kg in mealworms. {ECO:0000269|PubMed:22595790}.,,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
P0DM66,1395661,Neurotoxin 03 (Tx2) family,79,,,,Selenotypus plumipes,Arthropoda,Arachnida,Araneae,Theraphosidae,Selenotypus,Selenotypus plumipes,terrestrial
P0DPW8,1329349,Scoloptoxin-03 family,66,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra alternans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra alternans,terrestrial
P0DPV3,2609776,Scoloptoxin-03 family,73,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial
I6R1R9,2836329,,73,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6S3A0,2836329,Scoloptoxin family,73,,,,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6RU46,2836329,Scoloptoxin-03 family,75,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
I6RA73,2836329,Scoloptoxin-03 family,75,,,Contains 3 disulfide bonds. {ECO:0000305}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
P0C298,122909,Long (3 C-C) scorpion toxin superfamily,76,,,,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial
Q7YT83,6494,CRISP family,300,,,Contains 11 disulfide bonds.,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine
B6DCR5,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR6,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR7,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR8,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCR9,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
P58605,31925,,49,,,,Segestria florentina,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria,Segestria florentina,terrestrial
B6DCS1,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS2,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS3,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS4,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B1P1I1,278060,Neurotoxin 03 (Tx2) family,116,,,,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial
D2Y2B6,209901,Neurotoxin 03 (Tx2) family,117,,,,Haplopelma hainanum,Arthropoda,Arachnida,Araneae,Theraphosidae,Haplopelma,Haplopelma hainanum,terrestrial
P0DL36,2836329,Scoloptoxin-03 family,112,,,,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
B1P1I2,278060,Neurotoxin 03 (Tx2) family,116,,,,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial
D2Y2B7,209901,Neurotoxin 03 (Tx2) family,117,,,,Haplopelma hainanum,Arthropoda,Arachnida,Araneae,Theraphosidae,Haplopelma,Haplopelma hainanum,terrestrial
B1P1I4,278060,Neurotoxin 03 (Tx2) family,115,,,,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial
D2Y2B8,209901,Neurotoxin 03 (Tx2) family,117,,,,Haplopelma hainanum,Arthropoda,Arachnida,Araneae,Theraphosidae,Haplopelma,Haplopelma hainanum,terrestrial
B1P1I5,278060,Neurotoxin 03 (Tx2) family,110,,,,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial
D2Y2B9,209901,Neurotoxin 03 (Tx2) family,117,,,,Haplopelma hainanum,Arthropoda,Arachnida,Araneae,Theraphosidae,Haplopelma,Haplopelma hainanum,terrestrial
B1P1I6,278060,Neurotoxin 03 (Tx2) family,110,,,,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial
D2Y2D9,209901,Neurotoxin 03 (Tx2) family,117,,,,Haplopelma hainanum,Arthropoda,Arachnida,Araneae,Theraphosidae,Haplopelma,Haplopelma hainanum,terrestrial
B1P1I3,278060,Neurotoxin 03 (Tx2) family,115,,,,Chilobrachys guangxiensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Chilobrachys,Chilobrachys guangxiensis,terrestrial
D2Y2D8,209901,Neurotoxin 03 (Tx2) family,117,,,,Haplopelma hainanum,Arthropoda,Arachnida,Araneae,Theraphosidae,Haplopelma,Haplopelma hainanum,terrestrial
P0C299,122909,Long (3 C-C) scorpion toxin superfamily,76,,,,Androctonus crassicauda,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus crassicauda,terrestrial
P0DMD8,58218,Neurotoxin 39 family,86,,,,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial
P83910,272754,Neurotoxin 10 (Hwtx-1) family,36,,,,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial
B6DCS5,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS6,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS7,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS8,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCS9,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT0,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT1,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT2,434756,Neurotoxin 19 (CSTX) family,115,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
Q75WG7,223896,Neurotoxin 03 (Tx2) family,124,,,,Macrothele gigas,Arthropoda,Arachnida,Araneae,Macrothelidae,Macrothele,Macrothele gigas,terrestrial
P0DMD2,2836329,Scoloptoxin-03 family,32,,The LD(50) ranges from 0.25 mg/kg in adult blowflies to 23.7 mg/kg in cockroaches;. {ECO:0000269|PubMed:22595790}.,Contains 2 disulfide bonds. {ECO:0000269|PubMed:22595790}.,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
W4VRX0,1295018,Neurotoxin 03 (Tx2) family,121,,,,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial
W4VSI5,1295018,Neurotoxin 03 (Tx2) family,121,,,,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial
W4VSB0,1295018,Neurotoxin 03 (Tx2) family,120,,,,Trittame loki,Arthropoda,Arachnida,Araneae,Barychelidae,Trittame,Trittame loki,terrestrial
P84012,272754,Neurotoxin 03 (Tx2) family,54,,,,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial
P29423,6918,Neurotoxin 03 (Tx2) family,88,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
O76198,6918,Neurotoxin 03 (Tx2) family,115,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P81790,6918,Neurotoxin 04 (omega-agtx) family,116,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P85263,406443,Neurotoxin 03 (Tx2) family,31,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P0DX51,2598454,Neurotoxin 03 (Tx2) family,11,fragment,,Contains 5 disulfide bonds. {ECO:0000250|UniProtKB:P59367}.,Phoneutria boliviensis,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria boliviensis,terrestrial
P83905,272754,Neurotoxin 03 (Tx2) family,50,,,,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial
P61229,6918,Neurotoxin 03 (Tx2) family,85,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P0DPG7,272752,Neurotoxin 03 (Tx2) family,40,fragment,LD(50) is 230 pmol/g in cockroaches (P.americana). {ECO:0000269|PubMed:26220799}.,,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial
P85262,406443,Neurotoxin 03 (Tx2) family,44,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P84034,6918,Neurotoxin 03 (Tx2) family,48,,LD(50) is 20 ng/house fly. {ECO:0000269|PubMed:14757211}.,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P85264,406443,Neurotoxin 03 (Tx2) family,28,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P59367,6918,Neurotoxin 03 (Tx2) family,81,,LD(50) is 9.3 ng/house fly. {ECO:0000269|PubMed:10978749}.,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P85266,406443,Neurotoxin 03 (Tx2) family,23,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P59368,6918,Neurotoxin 03 (Tx2) family,82,,LD(50) is 3.8 ng/house fly. {ECO:0000269|PubMed:7778132}.,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P85265,406443,Neurotoxin 03 (Tx2) family,40,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P0DV32,1264770,Neurotoxin 14 (magi-1) family,103,,,,Acanthoscurria paulensis,Arthropoda,Arachnida,Araneae,Theraphosidae,Acanthoscurria,Acanthoscurria paulensis,terrestrial
P84028,280265,Neurotoxin 03 (Tx2) family,47,,,,Ancylometes sp. MR-2004,Arthropoda,Arachnida,Araneae,Ctenidae,Ancylometes,Ancylometes sp. MR-2004,terrestrial
P85235,406443,Neurotoxin 03 (Tx2) family,18,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P83896,272754,Neurotoxin 03 (Tx2) family,44,fragment,,,Phoneutria keyserlingi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria keyserlingi,terrestrial
P29425,6918,Neurotoxin 03 (Tx2) family,82,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P83904,272752,Neurotoxin 03 (Tx2) family,47,,,,Phoneutria reidyi,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria reidyi,terrestrial
P85276,406443,Neurotoxin 03 (Tx2) family,35,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
O76199,6918,Neurotoxin 03 (Tx2) family,82,,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P85275,406443,Neurotoxin 03 (Tx2) family,31,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P85277,406443,Neurotoxin 03 (Tx2) family,25,fragment,,,Oligoctenus ornatus,Arthropoda,Arachnida,Araneae,Ctenidae,Oligoctenus,Oligoctenus ornatus,terrestrial
P0CF01,609289,Non-disulfide-bridged peptide (NDBP) superfamily,23,,,,Dinoponera australis,Arthropoda,Insecta,Hymenoptera,Formicidae,Dinoponera,Dinoponera australis,terrestrial
C0HJK0,609295,,20,,,"The peptide spanning residues 2 to 19 occurs in 3 forms and has been given 3 different names. U1-PONTX-Dq3a has an amidated Lys-19, U1- PONTX-Dq3c has an amidated Lys-19 and an oxidized Met-18, and U1-PONTX- Dq3b has no modifications at either Met-18 or Lys-19. {ECO:0000269|PubMed:24157790}.",Dinoponera quadriceps,Arthropoda,Insecta,Hymenoptera,Formicidae,Dinoponera,Dinoponera quadriceps,terrestrial
W5U5X5,682790,Spider toxin CSTX family,178,,PD(50) is 25-33 ug/g in S.carnaria larvae. {ECO:0000269|PubMed:24717175}.,"Cleavage of the propeptide depends on the processing quadruplet motif (XXXR, with at least one of X being E). {ECO:0000303|PubMed:24717175}.",Cheiracanthium punctorium,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,Cheiracanthium punctorium,terrestrial
C0HKD0,268413,Psalmotoxin-1 family,37,,,,Heteroscodra maculata,Arthropoda,Arachnida,Araneae,Theraphosidae,Heteroscodra,Heteroscodra maculata,terrestrial
A9CM07,36171,Formicidae venom precursor-01 superfamily,91,,,,Myrmecia banksi,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmecia,Myrmecia banksi,terrestrial
P0DRD2,144040,Formicidae venom clade 1 family,82,,PD(50) [1 hour] is 38.1 nmol/g when intrathoracically injected into insects (blowfly L.caesar). {ECO:0000269|PubMed:38110035}.,,Pogonomyrmex maricopa,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex maricopa,terrestrial
P0DXT6,144042,Formicidae venom clade 1 family,74,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
A0A6M3Z4R1,219812,,73,,,,Tetramorium bicarinatum,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium bicarinatum,terrestrial
P0DXT7,144042,Formicidae venom clade 1 family,74,,,,Pogonomyrmex rugosus,Arthropoda,Insecta,Hymenoptera,Formicidae,Pogonomyrmex,Pogonomyrmex rugosus,terrestrial
P0DX58,2807509,Long (4 C-C) scorpion toxin superfamily,20,fragment,,,Buthacus leptochelys,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthacus,Buthacus leptochelys,terrestrial
P84509,316287,Neurotoxin 10 (Hwtx-1) family,39,,,,Ceratogyrus marshalli,Arthropoda,Arachnida,Araneae,Theraphosidae,Ceratogyrus,Ceratogyrus marshalli,terrestrial
Q6B4T3,58218,Neurotoxin 39 family,86,,,,Loxosceles intermedia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles intermedia,terrestrial
P86117,573324,,13,fragment,,,Opisthacanthus cayaporum,Arthropoda,Arachnida,Scorpiones,Hemiscorpiidae,Opisthacanthus,Opisthacanthus cayaporum,terrestrial
P84510,269635,Neurotoxin 10 (Hwtx-1) family,34,,,,Paraphysa scrofa,Arthropoda,Arachnida,Araneae,Theraphosidae,Paraphysa,Paraphysa scrofa,terrestrial
P31010,6918,,19,fragment,,,Phoneutria nigriventer,Arthropoda,Arachnida,Araneae,Ctenidae,Phoneutria,Phoneutria nigriventer,terrestrial
P0DM67,1395661,Neurotoxin 10 (Hwtx-1) family,65,,,,Selenotypus plumipes,Arthropoda,Arachnida,Araneae,Theraphosidae,Selenotypus,Selenotypus plumipes,terrestrial
P83747,260533,Neurotoxin 10 (Hwtx-1) family,35,,,,Theraphosa blondi,Arthropoda,Arachnida,Araneae,Theraphosidae,Theraphosa,Theraphosa blondi,terrestrial
B6DCT3,434756,Neurotoxin 19 (CSTX) family,109,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT4,434756,Neurotoxin 19 (CSTX) family,109,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT5,434756,Neurotoxin 19 (CSTX) family,109,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT6,434756,Neurotoxin 19 (CSTX) family,109,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT7,434756,Neurotoxin 19 (CSTX) family,109,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
B6DCT8,434756,Neurotoxin 19 (CSTX) family,109,,,,Lycosa singoriensis,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosa,Lycosa singoriensis,terrestrial
A0A023W123,62613,Scoloptoxin-04 family,78,,,Contains 2 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DPW9,2609776,Scoloptoxin-04 family,65,,,,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial
A0A0N7CSQ4,2836329,Scoloptoxin-04 family,68,,,,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
A0A023W082,62613,Scoloptoxin-04 family,78,,,Contains 2 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DPV4,2609776,Scoloptoxin-04 family,67,,,,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial
A0A023VZM6,62613,Scoloptoxin-04 family,78,,,Contains 2 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
A0A023W0U0,62613,Scoloptoxin-04 family,78,,,Contains 2 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
A0A023W090,62613,Scoloptoxin-04 family,78,,,Contains 2 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
A0A023VZF1,62613,Scoloptoxin-04 family,72,fragment,,Contains 2 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DPX2,62613,Scoloptoxin-04 family,66,,,,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DPX1,2609776,Scoloptoxin-04 family,66,,,Contains 2 disulfide bonds. {ECO:0000305}.,Scolopendra dehaani,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra dehaani,terrestrial
P0DPX3,943129,Scoloptoxin-04 family,66,,,Contains 2 disulfide bonds. {ECO:0000305}.,Scolopendra morsitans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra morsitans,terrestrial
P0DPX4,62613,Scoloptoxin-04 family,70,,,Contains 2 disulfide bonds. {ECO:0000305}.,Ethmostigmus rubripes,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Ethmostigmus,Ethmostigmus rubripes,terrestrial
P0DRC9,2836329,Scoloptoxin-04 family,73,,,,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra mutilans,terrestrial
P56854,118972,Neurotoxin 10 (Hwtx-1) family,41,,,,Hysterocrates gigas,Arthropoda,Arachnida,Araneae,Theraphosidae,Hysterocrates,Hysterocrates gigas,terrestrial
C0HKG4,682790,Spider toxin CSTX family,20,fragment,PD(50) is 25-33 ug/g in S.carnaria larvae. {ECO:0000269|PubMed:24717175}.,,Cheiracanthium punctorium,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,Cheiracanthium punctorium,terrestrial
P0CF02,609289,,28,,,,Dinoponera australis,Arthropoda,Insecta,Hymenoptera,Formicidae,Dinoponera,Dinoponera australis,terrestrial
