Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM,Protein existence,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat
P0DMM7,8770,Snaclec family,10,fragment,,,1: Evidence at protein level;,Tropidolaemus wagleri,Chordata,Lepidosauria,Squamata,Viperidae,Tropidolaemus,Tropidolaemus wagleri,terrestrial
Q9DEA2,36307,Snaclec family,155,,,,1: Evidence at protein level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial
Q9DEA1,36307,Snaclec family,146,,,,1: Evidence at protein level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial
W5XDM0,8709,Snaclec family,152,,,,1: Evidence at protein level;,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial
W5XCJ6,8709,Snaclec family,154,,,,1: Evidence at protein level;,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial
P0DM38,8765,Snaclec family,158,,,,1: Evidence at protein level;,Trimeresurus albolabris,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus albolabris,terrestrial
P0DM39,8765,Snaclec family,148,,,,1: Evidence at protein level;,Trimeresurus albolabris,Chordata,Lepidosauria,Squamata,Viperidae,Trimeresurus,Trimeresurus albolabris,terrestrial
J3RY43,8729,Snaclec family,142,,,,1: Evidence at protein level;,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial
P22029,8724,Snaclec family,133,,,,1: Evidence at protein level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial
P81397,8717,Snaclec family,133,,,,1: Evidence at protein level;,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial
Q8JGT7,103944,Snaclec family,158,,,The complex is glycosylated. {ECO:0000269|PubMed:12220719}.,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial
P22030,8724,Snaclec family,125,,,,1: Evidence at protein level;,Bothrops jararaca,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops jararaca,terrestrial
P81398,8717,Snaclec family,129,,,,1: Evidence at protein level;,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial
Q8JGT6,103944,Snaclec family,146,,,The complex is glycosylated. {ECO:0000269|PubMed:12220719}.,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial
D2YW39,8717,Snaclec family,135,fragment,,,1: Evidence at protein level;,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial
D2YW40,8717,Snaclec family,124,,,,1: Evidence at protein level;,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial
J3S3U6,8729,Snaclec family,150,,,,1: Evidence at protein level;,Crotalus adamanteus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus adamanteus,terrestrial
E2DQZ6,242841,Snaclec family,158,,,,1: Evidence at protein level;,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial
E2DQZ5,242841,Snaclec family,148,,,,1: Evidence at protein level;,Protobothrops jerdonii,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops jerdonii,terrestrial
Q4PRD1,343250,Snaclec family,146,,,"N-glycosylated; probably required for conformation. Removal of easily accessible sugars does not change its functional capacity, but removal of the core sugars with N-glycanase causes a virtually complete loss of enzyme activity, apparently as a result of major conformational changes in the molecule. Not O- glycosylated. {ECO:0000269|PubMed:1629211, ECO:0000269|PubMed:18060879, ECO:0000269|PubMed:8144654}.",1: Evidence at protein level;,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial
Q7T045,8709,Snaclec family,146,,,,1: Evidence at protein level;,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial
Q4PRD2,343250,Snaclec family,158,,,"N-glycosylated; probably required for conformation. Removal of easily accessible sugars does not change its functional capacity, but removal of the core sugars with N-glycanase causes a virtually complete loss of enzyme activity, apparently as a result of major conformational changes in the molecule. Not O- glycosylated. {ECO:0000269|PubMed:18060879, ECO:0000269|PubMed:8144654}.",1: Evidence at protein level;,Daboia siamensis,Chordata,Lepidosauria,Squamata,Viperidae,Daboia,Daboia siamensis,terrestrial
Q696W1,8709,Snaclec family,158,,,,1: Evidence at protein level;,Macrovipera lebetinus,Chordata,Lepidosauria,Squamata,Viperidae,Macrovipera,Macrovipera lebetinus,terrestrial
Q7LZ24,194601,Snaclec family,13,fragment,,N-glycosylated. {ECO:0000250}.,1: Evidence at protein level;,Vipera aspis aspis,Chordata,Lepidosauria,Squamata,Viperidae,Vipera,Vipera aspis,terrestrial
Q6TPH0,103944,Snaclec family,158,,,,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial
Q6TPG9,103944,Snaclec family,148,,,,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial
I7JUQ0,715877,Snaclec family,156,,,,1: Evidence at protein level;,Bitis rhinoceros,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis rhinoceros,terrestrial
I7ICN3,715877,Snaclec family,150,,,,1: Evidence at protein level;,Bitis rhinoceros,Chordata,Lepidosauria,Squamata,Viperidae,Bitis,Bitis rhinoceros,terrestrial
P81798,93050,Snaclec family,29,fragment,,,1: Evidence at protein level;,Echis multisquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis multisquamatus,terrestrial
Q5FZI6,103944,Snaclec family,156,,,,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial
Q5FZI5,103944,Snaclec family,144,,,,1: Evidence at protein level;,Protobothrops mucrosquamatus,Chordata,Lepidosauria,Squamata,Viperidae,Protobothrops,Protobothrops mucrosquamatus,terrestrial
Q9IAM1,36307,Snaclec family,152,,,,1: Evidence at protein level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial
Q8JIW1,36307,Snaclec family,146,,,,1: Evidence at protein level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial
Q9DG39,8714,Snaclec family,152,,,,2: Evidence at transcript level;,Gloydius halys,Chordata,Lepidosauria,Squamata,Viperidae,Gloydius,Gloydius halys,terrestrial
Q9I841,8717,Snaclec family,136,,,,1: Evidence at protein level;,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial
Q9I840,8717,Snaclec family,146,,,,1: Evidence at protein level;,Calloselasma rhodostoma,Chordata,Lepidosauria,Squamata,Viperidae,Calloselasma,Calloselasma rhodostoma,terrestrial
P0DMH1,157549,Snaclec family,15,fragment,,,1: Evidence at protein level;,Bothrops fonsecai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops fonsecai,terrestrial
Q719L8,8732,Snaclec family,148,,,,2: Evidence at transcript level;,Crotalus durissus terrificus,Chordata,Lepidosauria,Squamata,Viperidae,Crotalus,Crotalus durissus,terrestrial
Q8JIV8,36307,Snaclec family,155,,,,2: Evidence at transcript level;,Deinagkistrodon acutus,Chordata,Lepidosauria,Squamata,Viperidae,Deinagkistrodon,Deinagkistrodon acutus,terrestrial
Q202J4,6945,Arthropod phospholipase D family,364,,,,2: Evidence at transcript level;,Ixodes scapularis,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes scapularis,terrestrial
D9U2A1,172552,Long (4 C-C) scorpion toxin superfamily,86,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
D9U297,172552,Long (4 C-C) scorpion toxin superfamily,86,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
D9U2A5,172552,Long (4 C-C) scorpion toxin superfamily,89,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI82,172552,Long (4 C-C) scorpion toxin superfamily,94,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI58,172552,Long (4 C-C) scorpion toxin superfamily,87,,,,3: Inferred from homology;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
D9U298,172552,Long (4 C-C) scorpion toxin superfamily,83,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
D9U2A0,172552,Long (4 C-C) scorpion toxin superfamily,83,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI53,172552,Long (4 C-C) scorpion toxin superfamily,77,fragment,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI54,172552,Long (4 C-C) scorpion toxin superfamily,83,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI57,172552,Long (4 C-C) scorpion toxin superfamily,81,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI56,172552,Long (4 C-C) scorpion toxin superfamily,81,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI50,172552,Long (4 C-C) scorpion toxin superfamily,81,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI51,172552,Long (4 C-C) scorpion toxin superfamily,90,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI52,172552,Long (4 C-C) scorpion toxin superfamily,83,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI81,172552,Long (4 C-C) scorpion toxin superfamily,86,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI59,172552,Long (4 C-C) scorpion toxin superfamily,86,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI60,172552,Long (4 C-C) scorpion toxin superfamily,83,fragment,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI55,172552,Long (4 C-C) scorpion toxin superfamily,86,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0C2P6,9387,,54,,,Contains three disulfide bonds.,1: Evidence at protein level;,Blarina brevicauda,Chordata,Mammalia,Eulipotyphla,Soricidae,Blarina,Blarina brevicauda,terrestrial
Q8MQS8,7460,Peptidase S1 family,405,,,,2: Evidence at transcript level;,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial
Q7M4I3,28643,Peptidase S1 family,243,,,,1: Evidence at protein level;,Bombus pensylvanicus,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus pensylvanicus,terrestrial
P0CH88,30195,Peptidase S1 family,20,fragment,,N-glycosylated. {ECO:0000250}.,1: Evidence at protein level;,Bombus terrestris,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus terrestris,terrestrial
Q7Z269,743375,Peptidase S1 family,277,,,,2: Evidence at transcript level;,Polistes dominula,Arthropoda,Insecta,Hymenoptera,Vespidae,Polistes,Polistes dominula,terrestrial
P86716,666126,,166,,LD(50) is 75 ug/g on S.carnaria maggots. PD(50) is 75 ug/g on M.sexta first instar larvae. {ECO:0000269|PubMed:24118933}.,Disulfide bonds. {ECO:0000269|PubMed:24118933}.,1: Evidence at protein level;,Oxyopes takobius,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,Oxyopes takobius,terrestrial
P86717,666126,,166,,,,2: Evidence at transcript level;,Oxyopes takobius,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,Oxyopes takobius,terrestrial
P86718,666126,,171,,,Disulfide bonds. {ECO:0000269|PubMed:24118933}.,1: Evidence at protein level;,Oxyopes takobius,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,Oxyopes takobius,terrestrial
P86719,666126,,171,,,,2: Evidence at transcript level;,Oxyopes takobius,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,Oxyopes takobius,terrestrial
P0DJK0,512568,Endothelin/sarafotoxin family,118,,,Different length molecules ranging from 15 (85-99) to 30 amino acids (85-114) have been found in the venom. {ECO:0000269|PubMed:16223250}.,1: Evidence at protein level;,Atractaspis irregularis,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis irregularis,terrestrial
P0DJK1,512568,Endothelin/sarafotoxin family,118,,,Different length molecules ranging from 17 (85-101) to 30 amino acids (85-114) have been found in the venom. {ECO:0000269|PubMed:16223250}.,1: Evidence at protein level;,Atractaspis irregularis,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis irregularis,terrestrial
P80163,61304,Endothelin/sarafotoxin family,21,,,,1: Evidence at protein level;,Atractaspis bibronii,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis bibronii,terrestrial
P13211,1343144,Endothelin/sarafotoxin family,21,,LD(50) is 0.35 mg/kg by intravenous injection. {ECO:0000269|PubMed:2509240}.,,1: Evidence at protein level;,Atractaspis engaddensis,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis engaddensis,terrestrial
Q6RY98,172021,Endothelin/sarafotoxin family,351,fragment,Sarafotoxin-m: LD(50) is 27-37 ug/kg by intravenous injection into mice. {ECO:0000269|PubMed:15350691}.,,1: Evidence at protein level;,Atractaspis microlepidota microlepidota,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis microlepidota,terrestrial
P13208,1343144,Endothelin/sarafotoxin family,543,,Sarafotoxin-C: LD(50) is 0.3 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:3176048}.,,1: Evidence at protein level;,Atractaspis engaddensis,Chordata,Lepidosauria,Squamata,Lamprophiidae,Atractaspis,Atractaspis engaddensis,terrestrial
P0C8D4,486498,Scolopendra toxin 10 family,30,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8D6,486497,Scolopendra toxin 10 family,13,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8D5,486498,Scolopendra toxin 10 family,31,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8D7,486497,Scolopendra toxin 10 family,45,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8D8,486497,Scolopendra toxin 10 family,12,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0CJ01,172552,,85,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI98,172552,,94,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0C8B6,486498,Scolopendra toxin 1 family,13,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8B7,486497,Scolopendra toxin 1 family,31,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
D9U2A3,172552,,96,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0C8B8,486498,Scolopendra toxin 2 family,15,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8B9,486497,Scolopendra toxin 2 family,15,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8C0,486498,Scolopendra toxin 3 family,19,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8C1,486498,Scolopendra toxin 3 family,18,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P01535,6108,Sea anemone short toxin (type III) family,27,,Dose that causes irreversible contraction paralysis (ED(50)) is 1.15 pmol/100 mg (native toxin) or 2.65 pmol/100 mg (recombinant toxin) when injected inter-segmentally into blowfly larvae (S.falculata). {ECO:0000269|PubMed:17492942}.,,1: Evidence at protein level;,Anemonia sulcata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia sulcata,marine
P09949,6118,Sea anemone short toxin (type III) family,32,,LD(50) is 10 pg/kg when injected into crabs. {ECO:0000269|PubMed:37290}.,Contains 4 disulfide bonds.,1: Evidence at protein level;,Entacmaea quadricolor,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Entacmaea,Entacmaea quadricolor,marine
P0C8C2,486497,Scolopendra toxin 3 family,34,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8C3,486498,Scolopendra toxin 4 family,9,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8C4,486497,Scolopendra toxin 4 family,14,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8C5,486498,Scolopendra toxin 5 family,14,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8C6,486497,Scolopendra toxin 5 family,18,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0CJ00,172552,,85,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0CI99,172552,,96,,,,2: Evidence at transcript level;,Lychas mucronatus,Arthropoda,Arachnida,Scorpiones,Buthidae,Lychas,Lychas mucronatus,terrestrial
P0C8C7,486498,Scolopendra toxin 6 family,18,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
C3TS08,51769,Sea anemone short toxin (type III) family,72,,,,3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
C3TS04,51769,Sea anemone short toxin (type III) family,71,,,,3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
C3TS10,51769,Sea anemone short toxin (type III) family,72,,,,3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
C3TS06,51769,Sea anemone short toxin (type III) family,71,,,,3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
P0C8C8,486497,Scolopendra toxin 7 family,13,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8C9,486498,Scolopendra toxin 8 family,17,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8D1,486497,Scolopendra toxin 8 family,21,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8D0,486498,Scolopendra toxin 8 family,10,fragment,,,1: Evidence at protein level;,Scolopendra angulata,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra angulata,terrestrial
P0C8D2,486497,Scolopendra toxin 8 family,29,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
P0C8D3,486497,Scolopendra toxin 9 family,15,fragment,,,1: Evidence at protein level;,Scolopendra viridicornis nigra,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,Scolopendra viridicornis,terrestrial
C3TS07,51769,Sea anemone short toxin (type III) family,61,,,,3: Inferred from homology;,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine
Q98989,13279,SNTX/VTX toxin family,703,,LD(50) of stonustoxin is 0.017 mg/kg by intravenous injection. {ECO:0000269|PubMed:1790672}.,Not glycosylated.,1: Evidence at protein level;,Synanceia horrida,Chordata,Actinopteri,Perciformes,Synanceiidae,Synanceia,Synanceia horrida,marine
A0ZSK3,51996,SNTX/VTX toxin family,703,,LD(50) is 0.047 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:17023116}.,Four intrachain disulfide linkages are present in the heterodimer. No interchain disulfide bound links the two subunits.,1: Evidence at protein level;,Synanceia verrucosa,Chordata,Actinopteri,Perciformes,Synanceiidae,Synanceia,Synanceia verrucosa,marine
Q91453,13279,SNTX/VTX toxin family,700,,LD(50) of stonustoxin is 0.017 mg/kg by intravenous injection. {ECO:0000269|PubMed:1790672}.,Not glycosylated.,1: Evidence at protein level;,Synanceia horrida,Chordata,Actinopteri,Perciformes,Synanceiidae,Synanceia,Synanceia horrida,marine
A0ZSK4,51996,SNTX/VTX toxin family,700,,LD(50) is 0.047 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:17023116}.,Four intrachain disulfide linkages are present in the heterodimer. No interchain disulfide bound links the two subunits.,1: Evidence at protein level;,Synanceia verrucosa,Chordata,Actinopteri,Perciformes,Synanceiidae,Synanceia,Synanceia verrucosa,marine
P0DMZ2,1664552,Sea anemone short toxin (type III) family,31,,,Contains 4 disulfide bonds. {ECO:0000269|PubMed:12676443}.,1: Evidence at protein level;,Dofleinia armata,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Dofleinia,Dofleinia armata,marine
P0C7K5,110216,PHpG family,24,,,,1: Evidence at protein level;,Atheris chlorechis,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Atheris chlorechis,terrestrial
P0C7K4,110225,PHpG family,24,,,,1: Evidence at protein level;,Atheris squamigera,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Atheris squamigera,terrestrial
A8YPR9,8697,Natriuretic peptide family,302,,,,1: Evidence at protein level;,Cerastes cerastes,Chordata,Lepidosauria,Squamata,Viperidae,Cerastes,Cerastes cerastes,terrestrial
P0C7K6,110224,PHpG family,30,,,,1: Evidence at protein level;,Atheris nitschei,Chordata,Lepidosauria,Squamata,Viperidae,Atheris,Atheris nitschei,terrestrial
P0DL07,8727,PHpG family,18,,,,1: Evidence at protein level;,Bothrops cotiara,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,terrestrial
P0DL08,157549,PHpG family,18,,,,1: Evidence at protein level;,Bothrops fonsecai,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops fonsecai,terrestrial
A8YPR6,99586,PHpG family,308,,,,1: Evidence at protein level;,Echis ocellatus,Chordata,Lepidosauria,Squamata,Viperidae,Echis,Echis ocellatus,terrestrial
Q8MMH5,135724,,61,,,,1: Evidence at protein level;,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial
Q8MMH4,135724,,78,,,,1: Evidence at protein level;,Pimpla hypochondriaca,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,Pimpla hypochondriaca,terrestrial
E7CLP3,419285,Long (4 C-C) scorpion toxin superfamily,83,,,,3: Inferred from homology;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial
E7CLP2,419285,Long (4 C-C) scorpion toxin superfamily,83,,,Contains 4 disulfide bonds. {ECO:0000269|PubMed:21605585}.,1: Evidence at protein level;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial
F2YLA3,419285,Long (4 C-C) scorpion toxin superfamily,90,,,,3: Inferred from homology;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial
E7CLP4,419285,Long (4 C-C) scorpion toxin superfamily,83,,,,3: Inferred from homology;,Rhopalurus junceus,Arthropoda,Arachnida,Scorpiones,Buthidae,Rhopalurus,Rhopalurus junceus,terrestrial
