Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P83247,Oxyopes kitabensis (Wolf spider),184771,,48,,,,,GO:0019835 (cytolysis); GO:0019836 (hemolysis); GO:0006805 (xenobiotic metabolism); GO:0005576 (extracellular region),,
P83248,Oxyopes kitabensis (Wolf spider),184771,Oxyopinin-2 family,37,,,,,GO:0019835 (cytolysis); GO:0019836 (hemolysis); GO:0006805 (xenobiotic metabolism); GO:0005576 (extracellular region),,
P81790,Phoneutria nigriventer (Brazilian armed spider),6918,Omega-agatoxin family,76,,,MOD_RES:1,Contains seven disulfide bonds.,,,
P83249,Oxyopes kitabensis (Wolf spider),184771,Oxyopinin-2 family,37,,,,,GO:0019835 (cytolysis); GO:0019836 (hemolysis); GO:0006805 (xenobiotic metabolism); GO:0005576 (extracellular region),,
P83250,Oxyopes kitabensis (Wolf spider),184771,Oxyopinin-2 family,37,,,,,GO:0019836 (hemolysis); GO:0006805 (xenobiotic metabolism); GO:0005576 (extracellular region),,
P83251,Oxyopes kitabensis (Wolf spider),184771,Oxyopinin-2 family,37,,,,,GO:0019836 (hemolysis); GO:0006805 (xenobiotic metabolism); GO:0005576 (extracellular region),,
P84093,Phoneutria nigriventer (Brazilian armed spider),6918,Omega-agatoxin family,80,fragment,,,Contains six disulfide bonds (Probable).,,,
P83580,Atrax robustus (Funnel-web spider),6903,Omega-atracotoxin type 1 family,37,,,DISULFID:3,,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019855 (calcium channel inhibitor activity),GO:0019855 (calcium channel inhibitor activity),
P56207,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Omega-atracotoxin type 1 family,37,,,DISULFID:3,,,,
P81595,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Omega-atracotoxin type 1 family,37,,,DISULFID:3,,,,
P81596,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Omega-atracotoxin type 1 family,37,,,DISULFID:3,,,,
P81597,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Omega-atracotoxin type 1 family,37,,,DISULFID:3,,,,
P81598,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Omega-atracotoxin type 1 family,37,,,DISULFID:3,,,,
P81599,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Omega-atracotoxin type 1 family,37,,,DISULFID:3,,,,
Q9BJV8,Atrax sp. Illawarra (Funnel-web spider),153482,Omega-atracotoxin type 2 family,100,,,,,,,
Q9BJV9,Hadronyche infensa (Fraser island funnel-web spider),153481,Omega-atracotoxin type 2 family,102,,,DISULFID:3; MOD_RES:1,,,,
P82852,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Omega-atracotoxin type 2 family,45,,,DISULFID:3,,,,
Q9BJV7,Atrax sp. Illawarra (Funnel-web spider),153482,Omega-atracotoxin type 2 family,100,,,,,,,
Q9BJW0,Hadronyche infensa (Fraser island funnel-web spider),153481,Omega-atracotoxin type 2 family,102,,,DISULFID:3; MOD_RES:1,,,,
P83288,Oxyopes kitabensis (Wolf spider),184771,,69,,LD(50) is 41.1 mg/kg by subcutaneous injection.,,Contains five disulfide bonds.,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),,
P01407,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake toxin family,62,,,,,,,
P01410,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,62,,,,,,,
P01411,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,62,,,,,,,
P01408,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,63,,,,,,,
P01409,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,63,,,,,,,
P25518,Dendroaspis polylepis polylepis (Black mamba),8620,Snake toxin family,65,,LD(50) is 56 mg/kg by intravenous injection.,DISULFID:4,,,,
P17696,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,86,,,,Contains disulfide bonds.,,,
P81803,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,,68,,,,Contains five disulfide bonds.,,,
P45669,Tityus serrulatus (Brazilian scorpion),6887,Alpha/beta-scorpion toxin family,62,,,DISULFID:4; MOD_RES:1,,,,
Q802B2,Naja sputatrix (Malayan spitting cobra),33626,Snake toxin family,86,,,DISULFID:5,,,,
P25684,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,60,,LD(50) is 23 +/- 3 mg/kg by intravenous injection.,DISULFID:4,,,,
P83919,Cupiennius salei (Wandering spider),6928,Spider toxin CSTX family,34,,LD(50) in Drosophila is 16.3 pmol/mg.,DISULFID:4,,,,
P83920,Cupiennius salei (Wandering spider),6928,,29,,LD(50) in Drosophila is 16.3 pmol/mg.,DISULFID:2,,,,
P60979,Kukulcania hibernalis (Southern house spider),268415,,74,,,,Contains six disulfide bonds (Probable).,,,
P83894,Phoneutria nigriventer (Brazilian armed spider),6918,Spider neurotoxin 21C2 family,32,,,,,,,
P83997,Phoneutria nigriventer (Brazilian armed spider),6918,,68,,,MOD_RES:1,,,,
P83893,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,,64,,,,,,,
P84016,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider neurotoxin 21C2 family,32,,,,,,,
P83903,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Omega-agatoxin family,54,fragment,,,,,,
P83895,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider toxin Tx3 family,46,,,,,,,
P84062,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider toxin Tx1 family,78,fragment,,,Contains seven disulfide bonds (By similarity).,,,
P84063,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider toxin Tx1 family,78,fragment,,,Contains seven disulfide bonds (By similarity).,,,
P61509,Eurypelma californica (American tarantula),29932,Huwentoxin-2 family,39,,,DISULFID:3,,,,
P82850,Heterometrus fulvipes (Indian black scorpion),141248,,22,,,DISULFID:2; MOD_RES:1,,,,
P60992,Heteroscodra maculata (Togo starburst tarantula) (Togo starburst baboon spider),268413,Spider potassium channel inhibitory toxin family,35,,,DISULFID:3,,,,
P56855,Scodra griseipes (Spider),118974,Spider potassium channel inhibitory toxin family,34,,,DISULFID:3,,,,
P60991,Stromatopelma calceatum (Featherleg baboon spider),269628,Spider potassium channel inhibitory toxin family,34,,,DISULFID:3; MOD_RES:1,,,,
P83745,Theraphosa blondi (Goliath birdeating spider),260533,Spider potassium channel inhibitory toxin family,35,,,DISULFID:3,,,,
P83905,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider toxin Tx2 family,50,,,,,,,
P84031,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider toxin Tx3 family,58,,,,,,,
O76198,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,115,,,,,,,
P83915,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider neurotoxin 21C2 family,32,,,,,,,
P29423,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,88,,,,,,,
P84013,Phoneutria keyserlingi (Brazilian wandering spider),272754,,38,fragment,,,,,,
P83998,Phoneutria nigriventer (Brazilian armed spider),6918,Squash-type serine protease inhibitor family,35,,,,,,,
P83909,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider toxin Tx3 family,40,,,,,,,
P83902,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider toxin Tx3 family,58,,,,,,,
P84014,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider toxin Tx3 family,55,,,,,,,
P84017,Phoneutria nigriventer (Brazilian armed spider),6918,Spider neurotoxin 21C2 family,31,,,,,,,
O76199,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,82,,,,,,,
P29424,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,49,,,,,,,
P29425,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,82,,,,,,,
P83996,Phoneutria nigriventer (Brazilian armed spider),6918,Spider neurotoxin 27C3 family,36,,,,,,,
P83892,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider neurotoxin 27C3 family,36,,,,,,,
P83896,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider toxin Tx2 family,38,,,,,,,
P29426,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,32,,,,,,,
P61510,Eurypelma californica (American tarantula),29932,Huwentoxin-2 family,39,,,DISULFID:3,,,,
P82851,Heterometrus fulvipes (Indian black scorpion),141248,,23,,,DISULFID:2,,,,
P60993,Heteroscodra maculata (Togo starburst tarantula) (Togo starburst baboon spider),268413,Spider potassium channel inhibitory toxin family,38,,,DISULFID:3; MOD_RES:1,,,,
P83746,Theraphosa blondi (Goliath birdeating spider),260533,Spider potassium channel inhibitory toxin family,35,,,DISULFID:3,,,,
P83999,Phoneutria nigriventer (Brazilian armed spider),6918,,47,fragment,,,,,,
P18329,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,80,,LD(50) is 40 +/- 3 mg/kg by intravenous injection.,DISULFID:4,,,,
Q7YT83,Conus textile (Cloth-of-gold cone),6494,CRISP family,300,,,,Contains eleven disulfide bonds.,,,
O76200,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx3 family,83,,,,,,,
P58605,Segestria florentina (Tube-web spider),31925,,49,,,,,,,
P83910,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider neurotoxin 27C3 family,36,,,,,,,
O76201,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx3 family,82,,,,,,,
P83904,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider toxin Tx2 family,47,,,,,,,
P81789,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx3 family,34,fragment,,,,,,
P83901,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider toxin Tx3 family,58,,,,,,,
P81791,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx3 family,36,fragment,,,,,,
P84012,Phoneutria keyserlingi (Brazilian wandering spider),272754,Spider toxin Tx2 family,54,,,,,,,
P81792,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx3 family,55,,,,,,,
P83911,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider toxin Tx3 family,43,,,MOD_RES:1,,,,
P81793,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx3 family,80,,,,,,,
P31010,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx3 family,19,fragment,,,,,,
P83747,Theraphosa blondi (Goliath birdeating spider),260533,Spider potassium channel inhibitory toxin family,35,,,DISULFID:3,,,,
P84034,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,48,,LD(50) is 20 ng/house fly.,,Contains five disulfide bonds.,,,
P59367,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,81,,LD(50) is 9.3 ng/house fly.,,Contains five disulfide bonds (Probable).,,,
P59368,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,82,,LD(50) is 3.8 ng/house fly.,,Contains five disulfide bonds (Probable).,,,
P56854,Hysterocrates gigas (African tarantula),118972,Spider potassium channel inhibitory toxin family,41,,,,,,,
P25683,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake toxin family,60,,LD(50) is 13.7 mg/kg by intravenous injection.,DISULFID:4,,,,
P01405,Dendroaspis viridis (Western green mamba),8621,Snake toxin family,60,,LD(50) is >3.3 mg/kg by intraperitoneal injection.,DISULFID:4,,,,
P61229,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx2 family,85,,,,Contains five disulfide bonds (Probable).,,,
P01419,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake toxin family,58,,LD(50) is 5.5 mg/kg by intravenous injection.,DISULFID:4,,,,
P01413,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake toxin family,61,,,DISULFID:4,,,,
P01406,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake toxin family,60,,LD(50) is >250 mg/kg by intravenous injection.,DISULFID:4,,,,
P61789,Heteropoda venatoria (Giant crab spider),152925,Spider potassium channel inhibitory toxin family,37,,,DISULFID:3,Contains three disulfide bonds.,,,
P61790,Heteropoda venatoria (Giant crab spider),152925,Spider potassium channel inhibitory toxin family,36,,,DISULFID:3,Contains three disulfide bonds.,,,
P58911,Phyllodiscus semoni (Night anemone),163701,,501,,,,,,,
P58912,Phyllodiscus semoni (Night anemone),163701,,24,fragment,,,,,,
P25682,Dendroaspis jamesoni kaimosae (Eastern Jameson's mamba),8619,Snake toxin family,63,,LD(50) is 10 mg/kg by intravenous injection.,DISULFID:5,,,,
P01533,Anemonia sulcata (Snake-locks sea anemone),6108,Sea anemone sodium channel inhibitory toxin family,46,,,DISULFID:3,,,,
P10453,Anthopleura fuscoviridis (Sea anemone),6111,Sea anemone sodium channel inhibitory toxin family,47,,,DISULFID:3,,,,
P30831,Radianthus macrodactylus (Sea anemone) (Heteractis macrodactylus),175771,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P19651,Stoichactis helianthus (Carribean sea anemone) (Stichodactyla helianthus),6123,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P01528,Anemonia sulcata (Snake-locks sea anemone),6108,Sea anemone sodium channel inhibitory toxin family,47,,,DISULFID:3,,,,
P10454,Anthopleura fuscoviridis (Sea anemone),6111,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P30783,Radianthus macrodactylus (Sea anemone) (Heteractis macrodactylus),175771,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P01534,Radianthus paumotensis (Sea anemone) (Heteractis paumotensis),191581,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P01535,Anemonia sulcata (Snake-locks sea anemone),6108,Sea anemone short toxin family,27,,,DISULFID:3,,,,
P09949,Parasicyonis actinostoloides (Sea anemone) (Entacmea quadricolor),6118,Sea anemone short toxin family,31,,,,Contains four disulfide bonds.,,,
P30832,Radianthus macrodactylus (Sea anemone) (Heteractis macrodactylus),175771,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P08380,Radianthus paumotensis (Sea anemone) (Heteractis paumotensis),191581,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P30784,Radianthus macrodactylus (Sea anemone) (Heteractis macrodactylus),175771,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P01529,Anemonia sulcata (Snake-locks sea anemone),6108,Sea anemone sodium channel inhibitory toxin family,46,,,DISULFID:3,,,,
P30785,Radianthus macrodactylus (Sea anemone) (Heteractis macrodactylus),175771,Sea anemone sodium channel inhibitory toxin family,47,,,DISULFID:3,,,,
P01530,Anthopleura xanthogrammica (Giant green sea anemone),6112,Sea anemone sodium channel inhibitory toxin family,49,,,DISULFID:3,,,,
P01531,Anthopleura xanthogrammica (Giant green sea anemone),6112,Sea anemone sodium channel inhibitory toxin family,49,,,DISULFID:3,,,,
P01532,Anthopleura elegantissima (Sea anemone),6110,Sea anemone sodium channel inhibitory toxin family,47,,,DISULFID:3,,,,
P25681,Dendroaspis polylepis polylepis (Black mamba),8620,Snake toxin family,61,,LD(50) is 2.1 +/- 0.2 mg/kg by intravenous injection.,DISULFID:4,,,,
Q9NJQ2,Actinia equina (European sea anemone),6106,Sea anemone sodium channel inhibitory toxin family,82,,,DISULFID:3,,,,
P81897,Actinia equina (European sea anemone),6106,Contains 1 SXC (ShKT) domain,36,,,DISULFID:3,,,,
P31328,Agelena opulenta (Spider),29934,,35,,,DISULFID:3; MOD_RES:1,,,,
Q5Y4Y5,Agelena orientalis (Spider),293813,,70,,,DISULFID:3; MOD_RES:1,,,,
P49125,Latrodectus mactans (Black widow spider),6924,,88,,,,,,,
P69929,Antheopsis maculata (Sea anemone),280228,,233,,LD(50) is 830 ug/kg into crabs.,MOD_RES:6,"The precursor protein seems to be processed in the following sequence: release of the signal peptide and of the propeptide, production of six identical 34-residue peptides by cleavage between Arg and Glu, release of four N-terminal and three C- terminal residues from each peptide and hydroxylation of each Pro in position 6 of the resulting 27-residue peptides.",,,
P69930,Antheopsis maculata (Sea anemone),280228,,80,,PD(50) is 420 ug/kg into crabs.,MOD_RES:1,Contains six disulfide bonds (Probable).,,,
P69928,Antheopsis maculata (Sea anemone),280228,Sea anemone sodium channel inhibitory toxin family,74,,LD(50) is 70 ug/kg into crabs.,MOD_RES:1,Contains six disulfide bonds (Probable).,,,
P29186,Bunodosoma granulifera (Sea anemone),31164,Sea anemone potassium channel inhibitory toxin family,37,,,DISULFID:3,,,,
P83619,Cupiennius salei (Wandering spider),6928,Cupiennin family,35,,,MOD_RES:1,,,,
P83620,Cupiennius salei (Wandering spider),6928,Cupiennin family,35,,,MOD_RES:1,,,,
P83621,Cupiennius salei (Wandering spider),6928,Cupiennin family,35,,,MOD_RES:1,,,,
P83622,Cupiennius salei (Wandering spider),6928,Cupiennin family,35,,,MOD_RES:1,,,,
P81694,Cupiennius salei (Wandering spider),6928,Spider toxin CSTX family,74,,LD(50) is 10.5 ng/mg on blow flies.,DISULFID:4,,,,
P15967,Hololena curta (Funnel-web spider),6910,Mu-agatoxin family,36,,,DISULFID:4; MOD_RES:1,,,,
P60177,Hololena curta (Funnel-web spider),6910,Mu-agatoxin family,38,,,DISULFID:4; MOD_RES:1,,,,
Q7M425,Bunodosoma caissarum (Sea anemone),31165,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P15968,Hololena curta (Funnel-web spider),6910,Mu-agatoxin family,38,,,DISULFID:4; MOD_RES:1,,,,
P84015,Phoneutria nigriventer (Brazilian armed spider),6918,,33,,,,,,,
P84000,Phoneutria reidyi (Brazilian Amazonian armed spider),272752,Spider toxin Tx3 family,34,fragment,,,,,,
P58604,Cupiennius salei (Wandering spider),6928,Spider toxin CSTX family,68,,LD(50) is 3.12 pmol/mg on Drosophila.,DISULFID:4,,,,
P82803,Bunodosoma cangicum (Sea anemone),138296,Sea anemone sodium channel inhibitory toxin family,48,,,DISULFID:3,,,,
P22947,Dendroaspis polylepis polylepis (Black mamba),8620,Snake toxin family,60,,,DISULFID:4,,,,
Q8MTX1,Caerostris extrusa (Bark spider),172846,,102,,,,,,,
P81658,Dendroaspis angusticeps (Eastern green mamba),8618,Contains 1 BPTI/Kunitz inhibitor domain,60,,,DISULFID:3,,,,
P14531,Calliactis parasitica (Sea anemone),6114,To C,79,,,DISULFID:3,,,,
P49127,Calliactis parasitica (Sea anemone),6114,To C,79,,,DISULFID:3,,,,
Q9PS08,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,30,fragment,,,Contains four disulfide bonds (By similarity).,,,
Q9PS09,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,30,fragment,,,Contains four disulfide bonds (By similarity).,,,
P83256,Paracoelotes luctuosus (Spider),185217,Mu-agatoxin family,37,,,DISULFID:4; MOD_RES:1,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0019871 (sodium channel inhibitor activity),
P83257,Paracoelotes luctuosus (Spider),185217,Mu-agatoxin family,37,,,DISULFID:4; MOD_RES:1,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0019871 (sodium channel inhibitor activity),
P83258,Paracoelotes luctuosus (Spider),185217,Mu-agatoxin family,36,,,DISULFID:4,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0019871 (sodium channel inhibitor activity),
P83259,Paracoelotes luctuosus (Spider),185217,Mu-agatoxin family,37,,,DISULFID:4; MOD_RES:1,,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0019871 (sodium channel inhibitor activity),
P01478,Atrax robustus (Funnel-web spider),6903,Delta-atracotoxin family,42,,,DISULFID:4,,,,
P13494,Hadronyche versuta (Blue mountains funnel-web spider) (Atrax versutus),6904,Delta-atracotoxin family,42,,,DISULFID:4,,,,
P01403,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,61,,LD(50) is >20 mg/kg by intravenous injection.,DISULFID:4,,,,
P01404,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,81,,LD(50) is >250 mg/kg by subcutaneous injection.,DISULFID:4,,,,
P01414,Dendroaspis polylepis polylepis (Black mamba),8620,Snake toxin family,60,,LD(50) is 8 mg/kg by subcutaneous injection.,DISULFID:4,,,,
P58305,Bunodosoma cangicum (Sea anemone),138296,,21,fragment,LD(50) is 400 +/- 83 ug/kg by intraperitoneal injection into mice.,,,,,
P68424,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,,28,,,DISULFID:3,,,,
P68425,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Contains 1 BPTI/Kunitz inhibitor domain,55,,LD(50) is 256 +/- 23 ug/kg by injection into the fourth ventricule of the adult mouse brain.,DISULFID:3,,,,
P56676,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-1 family,81,,"LD(50) is 0.7 mg/kg by intraperitoneal injection, and 9.40 ug/kg by intracisternal injection into mice.",DISULFID:3,,,,
P82959,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-2 family,85,,,DISULFID:3,,,,
P82960,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-2 family,37,,,DISULFID:3,,,,
Q86C49,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-2 family,83,,,DISULFID:3,,,,
P61103,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-1 family,87,,PD(50) of HwTx-III is 192.95 +/- 120.84 mg/kg to locusts.,,Contains three disulfide bonds.,,,
P83303,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-1 family,89,,,DISULFID:3; MOD_RES:1,,,,
P61104,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-1 family,86,,PD(50) of HwTx-V is 16 +/- 5 mg/kg to locusts.,DISULFID:3,,,,
P68420,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-2 family,41,,,,Contains three disulfide bonds.,,,
P68421,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-2 family,84,,,DISULFID:3,,,,
P68422,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-2 family,35,,,DISULFID:3,,,,
P68423,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,,34,,,,Contains three disulfide bonds.,,,
P83591,Selenocosmia hainana (Chinese bird spider),209901,Huwentoxin-1 family,33,,,DISULFID:3; MOD_RES:1,,GO:0006952 (defense response); GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0019871 (sodium channel inhibitor activity),
P83464,Selenocosmia hainana (Chinese bird spider),209901,Huwentoxin-1 family,33,,,DISULFID:3; MOD_RES:1,,GO:0009405 (pathogenesis); GO:0007268 (synaptic transmission); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0019871 (sodium channel inhibitor activity),
P83471,Selenocosmia hainana (Chinese bird spider),209901,Huwentoxin-1 family,35,,,DISULFID:3,,,,
P60975,Selenocosmia hainana (Chinese bird spider),209901,Huwentoxin-1 family,35,,,DISULFID:3,,,,
P56852,Grammostola spatulata (Chilean rose tarantula),29015,Spider potassium channel inhibitory toxin family,35,,,DISULFID:3,,,,
P56853,Grammostola spatulata (Chilean rose tarantula),29015,Spider potassium channel inhibitory toxin family,35,,,DISULFID:3,,,,
P58425,Heteropoda venatoria (Giant crab spider),152925,Spider potassium channel inhibitory toxin family,33,,,DISULFID:3; MOD_RES:1,Contains three disulfide bonds.,,,
P58426,Heteropoda venatoria (Giant crab spider),152925,Spider potassium channel inhibitory toxin family,30,,,DISULFID:3; MOD_RES:1,,,,
P58427,Heteropoda venatoria (Giant crab spider),152925,Spider potassium channel inhibitory toxin family,31,,,DISULFID:3; MOD_RES:1,Contains three disulfide bonds.,,,
P55816,Diguetia canities (Spider),38407,,58,,PD(50) is 0.71 nmol/g in lepidopteran larvae.,,Contains four disulfide bonds (Probable).,,,
P55817,Diguetia canities (Spider),38407,,61,,PD(50) is 3.19 nmol/g in lepidopteran larvae.,,Contains four disulfide bonds (Probable).,,,
O46166,Tegenaria agrestis (Spider),73900,,68,,,MOD_RES:1,,,,
O46167,Tegenaria agrestis (Spider),73900,,68,,,MOD_RES:1,,,,
O46168,Tegenaria agrestis (Spider),73900,,68,,,MOD_RES:1,,,,
P49126,Diguetia canities (Spider),38407,,94,,PD(50) is 0.38 nmol/g in lepidopteran larvae.,,Contains four disulfide bonds (Probable).,,,
P61791,Heteropoda venatoria (Giant crab spider),152925,Spider potassium channel inhibitory toxin family,29,,,DISULFID:3,Contains three disulfide bonds.,,,
Q9TWG1,Anemonia sulcata (Snake-locks sea anemone),6108,Sea anemone potassium channel inhibitory toxin family,36,,,,,,,
P61505,Lasiodora parahybana (Salmon pink birdeater),268490,Huwentoxin-2 family,49,,,DISULFID:4,Contains four disulfide bonds.,,,
Q9DEQ3,Naja atra (Chinese cobra),8656,Snake toxin family,86,,,DISULFID:4,,,,
Q86C51,Ornithoctonus huwena (Chinese bird spider) (Selenocosmia huwena),29017,Huwentoxin-1 family,83,,,DISULFID:3,,,,
P17727,Phoneutria nigriventer (Brazilian armed spider),6918,Spider toxin Tx1 family,112,,LD(50) is 0.05 mg/kg by intracerebroventricular injection into mice.,MOD_RES:1,Contains seven disulfide bonds (By similarity).,,,
P61506,Lasiodora parahybana (Salmon pink birdeater),268490,Huwentoxin-2 family,49,,,DISULFID:4,Contains four disulfide bonds.,,,
P81030,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,66,,,DISULFID:4,,,,
P18328,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,86,,,DISULFID:4,,,,
P81031,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,65,,,DISULFID:4,,,,
Q9PSN1,Dendroaspis angusticeps (Eastern green mamba),8618,Snake toxin family,66,,,DISULFID:4,,,,
P80494,Dendroaspis polylepis polylepis (Black mamba),8620,Snake toxin family,66,,,DISULFID:4,,,,
P80495,Dendroaspis polylepis polylepis (Black mamba),8620,Snake toxin family,65,,,DISULFID:4,,,,
P11495,Metridium senile (Brown sea anemone) (Frilled sea anemone),6116,Contains 1 SXC (ShKT) domain,36,,,DISULFID:3,,,,
P11057,Agelenopsis aperta (Funnel-web spider),6908,Mu-agatoxin family,36,,,DISULFID:4; MOD_RES:1,,,,
P83557,Macrothele gigas (Spider),223896,,38,,,,Contains three disulfide bonds.,,,
P11058,Agelenopsis aperta (Funnel-web spider),6908,Mu-agatoxin family,37,,,DISULFID:4,,,,
P83558,Macrothele gigas (Spider),223896,,121,,LD(50) is 17.6 nmol/kg to lepidopteran larvae.,,Contains three disulfide bonds.,,,
P60178,Agelenopsis aperta (Funnel-web spider),6908,Mu-agatoxin family,38,,,DISULFID:4; MOD_RES:1,,,,
P83559,Macrothele gigas (Spider),223896,,46,,,,Contains five disulfide bonds.,,,
