Entry,Organism,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Summary,PTM,Gene Ontology (GO),Gene Ontology (molecular function),Protein existence
P22029,Bothrops jararaca (Jararaca) (Bothrops jajaraca),8724,Contains 1 C-type lectin domain,133,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P81397,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Contains 1 C-type lectin domain,133,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q8JGT7,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Contains 1 C-type lectin domain,158,,,DISULFID:5,The complex is glycosylated. {ECO:0000269|PubMed:12220719}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
P22030,Bothrops jararaca (Jararaca) (Bothrops jajaraca),8724,Contains 1 C-type lectin domain,125,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P81398,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Contains 1 C-type lectin domain,129,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q8JGT6,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Contains 1 C-type lectin domain,146,,,DISULFID:5,The complex is glycosylated. {ECO:0000269|PubMed:12220719}.,GO:0005576 (extracellular region),,1: Evidence at protein level;
D2YW39,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Contains 1 C-type lectin domain,135,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
D2YW40,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Contains 1 C-type lectin domain,124,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
J3S3U6,Crotalus adamanteus (Eastern diamondback rattlesnake),8729,Contains 1 C-type lectin domain,150,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
E2DQZ6,Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii),242841,Contains 1 C-type lectin domain,158,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030246 (carbohydrate binding),GO:0030246 (carbohydrate binding),1: Evidence at protein level;
E2DQZ5,Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii),242841,Contains 1 C-type lectin domain,148,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0030246 (carbohydrate binding),GO:0030246 (carbohydrate binding),1: Evidence at protein level;
Q4PRD1,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),343250,Contains 1 C-type lectin domain,146,,,DISULFID:4; CARBOHYD:1,"N-glycosylated; probably required for conformation. Removal of easily accessible sugars does not change its functional capacity, but removal of the core sugars with N-glycanase causes a virtually complete loss of enzyme activity, apparently as a result of major conformational changes in the molecule. Not O- glycosylated. {ECO:0000269|PubMed:1629211, ECO:0000269|PubMed:18060879, ECO:0000269|PubMed:8144654}.",GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
Q7T045,Macrovipera lebetina (Levantine viper) (Vipera lebetina),8709,Contains 1 C-type lectin domain,146,,,DISULFID:4; CARBOHYD:1,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
Q4PRD2,Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis),343250,Contains 1 C-type lectin domain,158,,,DISULFID:5; CARBOHYD:1,"N-glycosylated; probably required for conformation. Removal of easily accessible sugars does not change its functional capacity, but removal of the core sugars with N-glycanase causes a virtually complete loss of enzyme activity, apparently as a result of major conformational changes in the molecule. Not O- glycosylated. {ECO:0000269|PubMed:18060879, ECO:0000269|PubMed:8144654}.",GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
Q696W1,Macrovipera lebetina (Levantine viper) (Vipera lebetina),8709,Contains 1 C-type lectin domain,158,,,DISULFID:5,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
Q7LZ24,Vipera aspis aspis (Aspic viper),194601,Contains 1 C-type lectin domain,13,fragment,,,N-glycosylated. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),GO:0030246 (carbohydrate binding); GO:0046872 (metal ion binding),1: Evidence at protein level;
Q6TPH0,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Contains 1 C-type lectin domain,158,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q6TPG9,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Contains 1 C-type lectin domain,148,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
I7JUQ0,Bitis rhinoceros (West African gaboon viper) (Vipera rhinoceros),715877,Contains 1 C-type lectin domain,156,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
I7ICN3,Bitis rhinoceros (West African gaboon viper) (Vipera rhinoceros),715877,Contains 1 C-type lectin domain,150,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P81798,Echis multisquamatus (Central Asian sand viper),93050,Contains 1 C-type lectin domain,29,fragment,,DISULFID:1,,GO:0005576 (extracellular region); GO:0016504 (peptidase activator activity),GO:0016504 (peptidase activator activity),1: Evidence at protein level;
Q5FZI6,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Contains 1 C-type lectin domain,156,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5FZI5,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),103944,Contains 1 C-type lectin domain,144,,,DISULFID:4,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q9IAM1,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),36307,Contains 1 C-type lectin domain,152,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
Q8JIW1,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),36307,Contains 1 C-type lectin domain,146,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
Q9DG39,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),8714,Contains 1 C-type lectin domain,152,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),2: Evidence at transcript level;
Q9I841,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Contains 1 C-type lectin domain,136,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
Q9I840,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),8717,Contains 1 C-type lectin domain,146,,,DISULFID:4,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding),GO:0046872 (metal ion binding),1: Evidence at protein level;
P0DMH1,Bothrops fonsecai (Fonseca's lancehead) (Rhinocerophis fonsecai),157549,Contains 1 C-type lectin domain,15,fragment,,DISULFID:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q719L8,Crotalus durissus terrificus (South American rattlesnake),8732,Contains 1 C-type lectin domain,148,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q8JIV8,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),36307,Contains 1 C-type lectin domain,155,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q202J4,Ixodes scapularis (Black-legged tick) (Deer tick),6945,Contains 1 GDPD domain,364,,,DISULFID:2,,GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),GO:0046872 (metal ion binding); GO:0050290 (sphingomyelin phosphodiesterase D activity),2: Evidence at transcript level;
D9U2A1,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
D9U297,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
D9U2A5,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,89,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI82,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,94,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI58,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,87,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
D9U298,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
D9U2A0,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI53,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,77,fragment,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI54,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI57,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,81,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI56,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,81,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI50,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,81,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI51,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,90,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI52,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI81,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI59,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI60,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,83,fragment,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI55,Lychas mucronatus (Chinese swimming scorpion),172552,Long (4 C-C) scorpion toxin superfamily,86,,,DISULFID:4,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C2P6,Blarina brevicauda (Northern short-tailed shrew),9387,,54,,,,Contains three disulfide bonds.,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q8MQS8,Apis mellifera (Honeybee),7460,Contains 1 peptidase S1 domain,405,,,DISULFID:5; CARBOHYD:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q7M4I3,Bombus pensylvanicus (American bumblebee) (Apis pensylvanica),28643,Contains 1 peptidase S1 domain,243,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CH88,Bombus terrestris (Buff-tailed bumblebee) (Apis terrestris),30195,Contains 1 peptidase S1 domain,20,fragment,,,N-glycosylated. {ECO:0000250}.,GO:0005576 (extracellular region); GO:0008236 (serine-type peptidase activity),GO:0008236 (serine-type peptidase activity),1: Evidence at protein level;
Q7Z269,Polistes dominula (European paper wasp) (Vespa dominula),743375,Contains 1 peptidase S1 domain,277,,,DISULFID:3; CARBOHYD:6,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P86716,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,,166,,LD(50) is 75 ug/g on S.carnaria maggots. PD(50) is 75 ug/g on M.sexta first instar larvae. {ECO:0000269|PubMed:24118933}.,DISULFID:5,Disulfide bonds. {ECO:0000269|PubMed:24118933}.,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,1: Evidence at protein level;
P86717,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,,166,,,DISULFID:5,,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,2: Evidence at transcript level;
P86718,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,,171,,,DISULFID:5,Disulfide bonds. {ECO:0000269|PubMed:24118933}.,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,1: Evidence at protein level;
P86719,Oxyopes takobius (Lynx spider) (Oxyopes foliiformis),666126,,171,,,DISULFID:5,,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0DJK0,Atractaspis irregularis (Variable burrowing asp) (Elaps irregularis),512568,Endothelin/sarafotoxin family,118,,,DISULFID:2,Different length molecules ranging from 15 (85-99) to 30 amino acids (85-114) have been found in the venom. {ECO:0000269|PubMed:16223250}.,GO:0042310 (vasoconstriction); GO:0005576 (extracellular region),,1: Evidence at protein level;
P0DJK1,Atractaspis irregularis (Variable burrowing asp) (Elaps irregularis),512568,Endothelin/sarafotoxin family,118,,,DISULFID:2,Different length molecules ranging from 17 (85-101) to 30 amino acids (85-114) have been found in the venom. {ECO:0000269|PubMed:16223250}.,GO:0042310 (vasoconstriction); GO:0005576 (extracellular region),,1: Evidence at protein level;
P80163,Atractaspis bibronii (Bibron's mole viper) (Southern stiletto snake),61304,Endothelin/sarafotoxin family,21,,,DISULFID:2,,GO:0042310 (vasoconstriction); GO:0005576 (extracellular region),,1: Evidence at protein level;
P13211,Atractaspis engaddensis (Israeli burrowing asp) (Israeli mole viper),8600,Endothelin/sarafotoxin family,21,,LD(50) is 0.35 mg/kg by intravenous injection. {ECO:0000269|PubMed:2509240}.,DISULFID:2,,GO:0042310 (vasoconstriction); GO:0005576 (extracellular region),,1: Evidence at protein level;
Q6RY98,Atractaspis microlepidota microlepidota,172021,Endothelin/sarafotoxin family,351,fragment,Sarafotoxin-m: LD(50) is 27-37 ug/kg by intravenous injection into mice. {ECO:0000269|PubMed:15350691}.,DISULFID:14,,GO:0042310 (vasoconstriction); GO:0005576 (extracellular region),,1: Evidence at protein level;
P13208,Atractaspis engaddensis (Israeli burrowing asp) (Israeli mole viper),8600,Endothelin/sarafotoxin family,543,,Sarafotoxin-C: LD(50) is 0.3 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:3176048}.,DISULFID:24,,GO:0042310 (vasoconstriction); GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D4,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 10 family,30,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D6,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 10 family,13,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D5,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 10 family,31,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D7,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 10 family,45,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D8,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 10 family,12,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CJ01,Lychas mucronatus (Chinese swimming scorpion),172552,,85,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI98,Lychas mucronatus (Chinese swimming scorpion),172552,,94,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C8B6,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 1 family,13,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8B7,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 1 family,31,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
D9U2A3,Lychas mucronatus (Chinese swimming scorpion),172552,,96,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C8B8,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 2 family,15,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8B9,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 2 family,15,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C0,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 3 family,19,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C1,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 3 family,18,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C2,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 3 family,34,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C3,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 4 family,9,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C4,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 4 family,14,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C5,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 5 family,14,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C6,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 5 family,18,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0CJ00,Lychas mucronatus (Chinese swimming scorpion),172552,,85,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CI99,Lychas mucronatus (Chinese swimming scorpion),172552,,96,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0C8C7,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 6 family,18,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C8,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 7 family,13,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8C9,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 8 family,17,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D1,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 8 family,21,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D0,Scolopendra angulata (Barbados giant red centipede),486498,Scolopendra toxin 8 family,10,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D2,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 8 family,29,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C8D3,Scolopendra viridicornis nigra (Brazilian giant centipede),486497,Scolopendra toxin 9 family,15,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q98989,Synanceia horrida (Estuarine stonefish) (Scorpaena horrida),13279,Contains 1 B30,703,,LD(50) of stonustoxin is 0.017 mg/kg by intravenous injection. {ECO:0000269|PubMed:1790672}.,,Not glycosylated.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region),,1: Evidence at protein level;
A0ZSK3,Synanceia verrucosa (Reef stonefish),51996,Contains 1 B30,703,,LD(50) is 0.047 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:17023116}.,MOD_RES:1,Four intrachain disulfide linkages are present in the heterodimer. No interchain disulfide bound links the two subunits.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region),,1: Evidence at protein level;
Q91453,Synanceia horrida (Estuarine stonefish) (Scorpaena horrida),13279,Contains 1 B30,700,,LD(50) of stonustoxin is 0.017 mg/kg by intravenous injection. {ECO:0000269|PubMed:1790672}.,,Not glycosylated.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region),,1: Evidence at protein level;
A0ZSK4,Synanceia verrucosa (Reef stonefish),51996,Contains 1 B30,700,,LD(50) is 0.047 mg/kg by intravenous injection into mice. {ECO:0000269|PubMed:17023116}.,,Four intrachain disulfide linkages are present in the heterodimer. No interchain disulfide bound links the two subunits.,GO:0044179 (hemolysis in other organism); GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C7K5,Atheris chlorechis (Western bush viper) (Vipera chlorechis),110216,PHpG family,24,,,,,GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0008191 (metalloendopeptidase inhibitor activity),1: Evidence at protein level;
P0C7K4,Atheris squamigera (Variable bush viper),110225,PHpG family,24,,,,,GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0008191 (metalloendopeptidase inhibitor activity),1: Evidence at protein level;
A8YPR9,Cerastes cerastes (Horned desert viper),8697,Natriuretic peptide family,302,,,DISULFID:1; MOD_RES:17,,GO:0008217 (regulation of blood pressure); GO:0042311 (vasodilation); GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0008191 (metalloendopeptidase inhibitor activity),1: Evidence at protein level;
P0C7K6,Atheris nitschei (Great lakes bush viper),110224,PHpG family,30,,,,,GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0008191 (metalloendopeptidase inhibitor activity),1: Evidence at protein level;
A8YPR6,Echis ocellatus (Ocellated saw-scaled viper),99586,PHpG family,308,,,DISULFID:1; MOD_RES:11,,GO:0008217 (regulation of blood pressure); GO:0042311 (vasodilation); GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0008191 (metalloendopeptidase inhibitor activity),1: Evidence at protein level;
Q8MMH5,Pimpla hypochondriaca (Parasitoid wasp),135724,,61,,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q8MMH4,Pimpla hypochondriaca (Parasitoid wasp),135724,,78,,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
E7CLP3,Rhopalurus junceus (Caribbean blue scorpion),419285,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region),,3: Inferred from homology;
E7CLP2,Rhopalurus junceus (Caribbean blue scorpion),419285,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,Contains 4 disulfide bonds. {ECO:0000269|PubMed:21605585}.,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),,1: Evidence at protein level;
F2YLA3,Rhopalurus junceus (Caribbean blue scorpion),419285,Long (4 C-C) scorpion toxin superfamily,90,,,DISULFID:4,,GO:0005576 (extracellular region),,3: Inferred from homology;
E7CLP4,Rhopalurus junceus (Caribbean blue scorpion),419285,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region),,3: Inferred from homology;
E7CLP5,Rhopalurus junceus (Caribbean blue scorpion),419285,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4,,GO:0005576 (extracellular region),,3: Inferred from homology;
P68725,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Long (4 C-C) scorpion toxin superfamily,83,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P68726,Leiurus quinquestriatus hebraeus (Yellow scorpion),6884,Long (4 C-C) scorpion toxin superfamily,85,,,DISULFID:4; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C5J8,Parabuthus liosoma (African black tail scorpion) (Parabuthus leiosoma),470425,,17,fragment,,,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P0C1R2,Protonectarina sylveirae (Brazilian wasp),91438,,22,,,,,GO:0043303 (mast cell degranulation); GO:0005576 (extracellular region); GO:0042629 (mast cell granule),,1: Evidence at protein level;
P84011,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Spider toxin Tx3-6 family,58,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
P84018,Phoneutria nigriventer (Brazilian armed spider) (Ctenus nigriventer),6918,Spider neurotoxin 21C2 family,33,,,DISULFID:3,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5D231,Hadronyche sp. (strain 20) (Funnel-web spider),278061,MIT-like AcTx family,84,,,DISULFID:5,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5D230,Hadronyche sp. (strain 20) (Funnel-web spider),278061,MIT-like AcTx family,88,fragment,,DISULFID:5; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5D228,Hadronyche sp. (strain 20) (Funnel-web spider),278061,MIT-like AcTx family,88,fragment,,DISULFID:5; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5D229,Hadronyche sp. (strain 20) (Funnel-web spider),278061,MIT-like AcTx family,88,fragment,,DISULFID:5; MOD_RES:1,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5D232,Hadronyche sp. (strain 20) (Funnel-web spider),278061,MIT-like AcTx family,89,,,DISULFID:5,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5D233,Hadronyche infensa (Fraser island funnel-web spider) (Atrax infensa),153481,MIT-like AcTx family,90,,,DISULFID:5; MOD_RES:2,,GO:0005576 (extracellular region),,1: Evidence at protein level;
Q5Y4Y1,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CF14,Agelena orientalis (Spider),293813,U2-agatoxin family,44,fragment,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
P0CF15,Agelena orientalis (Spider),293813,U2-agatoxin family,63,fragment,,DISULFID:3,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4Y4,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4Y3,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4Y2,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4Y0,Agelena orientalis (Spider),293813,U2-agatoxin family,70,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
Q5Y4X9,Agelena orientalis (Spider),293813,U2-agatoxin family,69,,,DISULFID:3; MOD_RES:1,,GO:0005576 (extracellular region),,2: Evidence at transcript level;
